Date,NIFTY_TOTAL_MARKET
2019-11-27,6685.63
2019-11-26,6649.97
2019-11-25,6676.46
2019-11-22,6593.64
2019-11-21,6615.72
2019-11-20,6637.16
2019-11-19,6608.41
2019-11-18,6585.94
2019-11-15,6584.75
2019-11-14,6573.53
2019-11-13,6563.18
2019-11-11,6605.9
2019-11-08,6597.61
2019-11-07,6652.57
2019-11-06,6622.84
2019-11-05,6604.6
2019-11-04,6631.1
2019-11-01,6611.49
2019-10-31,6601.65
2019-10-30,6572.23
2019-10-29,6538.45
2019-10-27,6456.84
2019-10-25,6423.9
2019-10-24,6428.72
2019-10-23,6443.1
2019-10-22,6432.66
2019-10-18,6453.12
2019-10-17,6392.43
2019-10-16,6314.33
2019-10-15,6295.38
2019-10-14,6254.41
2019-10-11,6233.32
2019-10-10,6200.74
2019-10-09,6245.32
2019-10-07,6153.3
2019-10-04,6188.41
2019-10-03,6260.62
2019-10-01,6286.79
2019-09-30,6359.07
2019-09-27,6397.5
2019-09-26,6430.43
2019-09-25,6363.2
2019-09-24,6452.32
2019-09-23,6459.86
2019-09-20,6285.49
2019-09-19,5971.89
2019-09-18,6047.84
2019-09-17,6031.75
2019-09-16,6137.63
2019-09-13,6164.61
2019-09-12,6117.59
2019-09-11,6139.53
2019-09-09,6107.77
2019-09-06,6071.66
2019-09-05,6020.77
2019-09-04,6010.88
2019-09-03,5989.94
2019-08-30,6108.74
2019-08-29,6060.33
2019-08-28,6104.53
2019-08-27,6139.53
2019-08-26,6098.78
2019-08-23,5980.21
2019-08-22,5932.01
2019-08-21,6030.6
2019-08-20,6093.69
2019-08-19,6121.13
2019-08-16,6113.01
2019-08-14,6101.41
2019-08-13,6045.28
2019-08-09,6150.28
2019-08-08,6103.73
2019-08-07,6018.4
2019-08-06,6061.19
2019-08-05,6001.37
2019-08-02,6077.88
2019-08-01,6070.69
2019-07-31,6143.47
2019-07-30,6115.89
2019-07-29,6188.51
2019-07-26,6245.33
2019-07-25,6222.44
2019-07-24,6222.71
2019-07-23,6270.6
2019-07-22,6278.95
2019-07-19,6317.58
2019-07-18,6417.85
2019-07-17,6476.21
2019-07-16,6466.72
2019-07-15,6425.51
2019-07-12,6417.97
2019-07-11,6423.64
2019-07-10,6377.73
2019-07-09,6415.33
2019-07-08,6409.99
2019-07-05,6551.8
2019-07-04,6632.72
2019-07-03,6618.54
2019-07-02,6609.73
2019-07-01,6588.56
2019-06-28,6551.54
2019-06-27,6574.1
2019-06-26,6566.9
2019-06-25,6532.83
2019-06-24,6487.11
2019-06-21,6499.03
2019-06-20,6541.91
2019-06-19,6457.16
2019-06-18,6475.44
2019-06-17,6471.2
2019-06-14,6557.03
2019-06-13,6609.41
2019-06-12,6607.93
2019-06-11,6645.09
2019-06-10,6619.33
2019-06-07,6600.62
2019-06-06,6592.23
2019-06-04,6695.39
2019-06-03,6724.63
2019-05-31,6646.13
2019-05-30,6654.13
2019-05-29,6615.44
2019-05-28,6655.16
2019-05-27,6647.41
2019-05-24,6588.81
2019-05-23,6472.73
2019-05-22,6502.94
2019-05-21,6484.93
2019-05-20,6547.75
2019-05-17,6316.34
2019-05-16,6243.88
2019-05-15,6202.83
2019-05-14,6238.16
2019-05-13,6203.45
2019-05-10,6292.17
2019-05-09,6298.4
2019-05-08,6325.55
2019-05-07,6400.79
2019-05-06,6454.94
2019-05-03,6516.88
2019-05-02,6526.0
2019-04-30,6544.23
2019-04-26,6563.43
2019-04-25,6523.19
2019-04-24,6562.37
2019-04-23,6495.41
2019-04-22,6504.14
2019-04-18,6597.99
2019-04-16,6627.39
2019-04-15,6584.22
2019-04-12,6555.81
2019-04-11,6528.88
2019-04-10,6521.15
2019-04-09,6557.83
2019-04-08,6529.35
2019-04-05,6563.07
2019-04-04,6523.14
2019-04-03,6544.71
2019-04-02,6587.09
2019-04-01,6574.93
2019-03-29,6547.87
2019-03-28,6506.0
2019-03-27,6438.51
2019-03-26,6444.68
2019-03-25,6376.88
2019-03-22,6437.77
2019-03-20,6472.37
2019-03-19,6484.07
2019-03-18,6448.3
2019-03-15,6437.16
2019-03-14,6403.18
2019-03-13,6404.15
2019-03-12,6398.54
2019-03-11,6333.75
2019-03-08,6242.46
2019-03-07,6252.22
2019-03-06,6255.07
2019-03-05,6215.55
2019-03-01,6120.38
2019-02-28,6063.43
2019-02-27,6054.11
2019-02-26,6058.65
2019-02-25,6079.84
2019-02-22,6035.97
2019-02-21,6022.88
2019-02-20,5983.03
2019-02-19,5913.55
2019-02-18,5921.05
2019-02-15,5970.48
2019-02-14,5999.31
2019-02-13,6011.01
2019-02-12,6036.43
2019-02-11,6063.99
2019-02-08,6110.75
2019-02-07,6183.53
2019-02-06,6164.2
2019-02-05,6107.32
2019-02-04,6114.43
2019-02-01,6125.69
2019-01-31,6091.02
2019-01-30,6011.01
2019-01-29,6003.54
2019-01-28,6004.46
2019-01-25,6085.55
2019-01-24,6139.38
2019-01-23,6137.26
2019-01-22,6179.06
2019-01-21,6196.57
2019-01-18,6187.53
2019-01-17,6202.66
2019-01-16,6200.72
2019-01-15,6199.04
2019-01-14,6128.25
2019-01-11,6159.72
2019-01-10,6173.92
2019-01-09,6179.07
2019-01-08,6160.32
2019-01-07,6148.72
2019-01-04,6131.17
2019-01-03,6104.77
2019-01-02,6164.62
2019-01-01,6227.87
2018-12-31,6208.76
2018-12-28,6196.38
2018-12-27,6145.63
2018-12-26,6120.77
2018-12-24,6095.32
2018-12-21,6149.98
2018-12-20,6250.37
2018-12-19,6258.22
2018-12-18,6210.55
2018-12-17,6194.54
2018-12-14,6152.12
2018-12-13,6142.81
2018-12-12,6105.05
2018-12-11,5984.95
2018-12-10,5933.13
2018-12-07,6049.13
2018-12-06,6011.46
2018-12-05,6110.29
2018-12-04,6169.36
2018-12-03,6176.3
2018-11-30,6164.22
2018-11-29,6145.64
2018-11-28,6087.02
2018-11-27,6081.55
2018-11-26,6054.44
2018-11-22,6012.94
2018-11-21,6053.61
2018-11-20,6066.35
2018-11-19,6129.06
2018-11-16,6089.26
2018-11-15,6064.37
2018-11-14,6042.33
2018-11-13,6044.16
2018-11-12,6001.04
2018-11-09,6059.03
2018-11-07,6050.09
2018-11-06,6006.36
2018-11-05,6011.24
2018-11-02,6024.84
2018-11-01,5939.53
2018-10-31,5925.05
2018-10-30,5822.31
2018-10-29,5827.17
2018-10-26,5696.83
2018-10-25,5733.73
2018-10-24,5785.55
2018-10-23,5741.96
2018-10-22,5801.18
2018-10-19,5845.46
2018-10-17,5925.5
2018-10-16,6017.74
2018-10-15,5961.32
2018-10-12,5929.58
2018-10-11,5792.8
2018-10-10,5915.52
2018-10-09,5788.16
2018-10-08,5815.14
2018-10-05,5832.94
2018-10-04,5988.0
2018-10-03,6123.85
2018-10-01,6194.65
2018-09-28,6162.85
2018-09-27,6224.96
2018-09-26,6293.46
2018-09-25,6293.77
2018-09-24,6255.03
2018-09-21,6380.01
2018-09-19,6464.31
2018-09-18,6496.53
2018-09-17,6565.85
2018-09-14,6628.72
2018-09-12,6539.15
2018-09-11,6503.54
2018-09-10,6593.01
2018-09-07,6682.87
2018-09-06,6642.48
2018-09-05,6607.04
2018-09-04,6635.58
2018-09-03,6714.65
2018-08-31,6760.89
2018-08-30,6748.17
2018-08-29,6746.57
2018-08-28,6754.69
2018-08-27,6736.53
2018-08-24,6664.6
2018-08-23,6678.45
2018-08-21,6671.71
2018-08-20,6656.15
2018-08-17,6608.73
2018-08-16,6551.68
2018-08-14,6578.58
2018-08-13,6529.65
2018-08-10,6575.74
2018-08-09,6606.88
2018-08-08,6590.0
2018-08-07,6563.33
2018-08-06,6567.31
2018-08-03,6550.33
2018-08-02,6484.06
2018-08-01,6523.97
2018-07-31,6522.27
2018-07-30,6500.36
2018-07-27,6471.95
2018-07-26,6410.02
2018-07-25,6383.38
2018-07-24,6383.16
2018-07-23,6321.81
2018-07-20,6268.63
2018-07-19,6235.72
2018-07-18,6255.14
2018-07-17,6286.34
2018-07-16,6229.9
2018-07-13,6310.73
2018-07-12,6333.23
2018-07-11,6308.74
2018-07-10,6318.62
2018-07-09,6263.21
2018-07-06,6204.79
2018-07-05,6185.48
2018-07-04,6202.64
2018-07-03,6172.03
2018-07-02,6144.97
2018-06-29,6181.2
2018-06-28,6095.62
2018-06-27,6158.2
2018-06-26,6227.48
2018-06-25,6230.63
2018-06-22,6272.83
2018-06-21,6235.78
2018-06-20,6260.21
2018-06-19,6232.3
2018-06-18,6289.61
2018-06-15,6307.11
2018-06-14,6315.81
2018-06-13,6329.35
2018-06-12,6329.57
2018-06-11,6293.01
2018-06-08,6280.93
2018-06-07,6269.58
2018-06-06,6203.33
2018-06-05,6137.74
2018-06-04,6186.48
2018-06-01,6242.56
2018-05-31,6284.68
2018-05-30,6242.4
2018-05-29,6253.3
2018-05-28,6277.89
2018-05-25,6215.11
2018-05-24,6144.37
2018-05-23,6114.75
2018-05-22,6165.09
2018-05-21,6139.44
2018-05-18,6209.09
2018-05-17,6273.72
2018-05-16,6288.28
2018-05-15,6313.31
2018-05-14,6329.52
2018-05-11,6348.7
2018-05-10,6312.28
2018-05-09,6352.32
2018-05-08,6352.86
2018-05-07,6352.69
2018-05-04,6300.84
2018-05-03,6332.87
2018-05-02,6371.27
2018-04-30,6406.83
2018-04-27,6371.45
2018-04-26,6330.44
2018-04-25,6310.45
2018-04-24,6338.42
2018-04-23,6327.08
2018-04-20,6308.42
2018-04-19,6313.58
2018-04-18,6283.54
2018-04-17,6296.2
2018-04-16,6283.45
2018-04-13,6254.73
2018-04-12,6241.11
2018-04-11,6230.8
2018-04-10,6223.64
2018-04-09,6214.3
2018-04-06,6191.03
2018-04-05,6173.32
2018-04-04,6058.13
2018-04-03,6124.32
2018-04-02,6087.8
2018-03-28,6009.06
2018-03-27,6053.83
2018-03-26,6008.74
2018-03-23,5933.78
2018-03-22,6004.43
2018-03-21,6035.87
2018-03-20,6016.4
2018-03-19,5996.89
2018-03-16,6072.15
2018-03-15,6155.56
2018-03-14,6164.79
2018-03-13,6168.74
2018-03-12,6142.24
2018-03-09,6052.61
2018-03-08,6063.2
2018-03-07,6021.46
2018-03-06,6093.24
2018-03-05,6158.24
2018-03-01,6219.59
2018-02-28,6243.6
2018-02-27,6268.59
2018-02-26,6288.62
2018-02-23,6234.02
2018-02-22,6157.61
2018-02-21,6176.83
2018-02-20,6166.34
2018-02-19,6172.41
2018-02-16,6224.0
2018-02-15,6283.83
2018-02-14,6287.1
2018-02-12,6301.35
2018-02-09,6233.76
2018-02-08,6280.02
2018-02-07,6196.32
2018-02-06,6180.52
2018-02-05,6285.5
2018-02-02,6328.82
2018-02-01,6518.66
2018-01-31,6525.8
2018-01-30,6557.07
2018-01-29,6609.38
2018-01-25,6604.8
2018-01-24,6634.1
2018-01-23,6651.49
2018-01-22,6592.4
2018-01-19,6547.73
2018-01-18,6496.8
2018-01-17,6527.12
2018-01-16,6478.98
2018-01-15,6541.41
2018-01-12,6517.44
2018-01-11,6507.74
2018-01-10,6493.61
2018-01-09,6500.38
2018-01-08,6499.65
2018-01-05,6453.69
2018-01-04,6407.71
2018-01-03,6362.35
2018-01-02,6344.64
2018-01-01,6355.5
2017-12-29,6391.97
2017-12-28,6354.85
2017-12-27,6355.9
2017-12-26,6377.99
2017-12-22,6350.92
2017-12-21,6320.81
2017-12-20,6303.02
2017-12-19,6299.42
2017-12-18,6237.89
2017-12-15,6201.71
2017-12-14,6145.42
2017-12-13,6125.28
2017-12-12,6162.83
2017-12-11,6213.12
2017-12-08,6185.51
2017-12-07,6126.32
2017-12-06,6048.6
2017-12-05,6094.46
2017-12-04,6096.28
2017-12-01,6097.84
2017-11-30,6160.82
2017-11-29,6220.08
2017-11-28,6226.32
2017-11-27,6234.13
2017-11-24,6218.92
2017-11-23,6193.16
2017-11-22,6184.08
2017-11-21,6176.66
2017-11-20,6160.69
2017-11-17,6142.85
2017-11-16,6094.3
2017-11-15,6032.17
2017-11-14,6086.52
2017-11-13,6106.15
2017-11-10,6154.58
2017-11-09,6150.04
2017-11-08,6128.71
2017-11-07,6164.74
2017-11-06,6234.84
2017-11-03,6225.13
2017-11-02,6208.53
2017-11-01,6205.89
2017-10-31,6151.23
2017-10-30,6154.66
2017-10-27,6113.1
2017-10-26,6113.7
2017-10-25,6085.24
2017-10-24,6038.65
2017-10-23,6024.0
2017-10-19,6000.4
2017-10-18,6030.73
2017-10-17,6042.0
2017-10-16,6030.68
2017-10-13,5999.36
2017-10-12,5968.74
2017-10-11,5903.06
2017-10-10,5933.86
2017-10-09,5907.58
2017-10-06,5898.77
2017-10-05,5843.94
2017-10-04,5842.33
2017-10-03,5811.06
2017-09-29,5768.91
2017-09-28,5739.38
2017-09-27,5714.07
2017-09-26,5804.8
2017-09-25,5791.8
2017-09-22,5860.53
2017-09-21,5978.9
2017-09-20,5997.42
2017-09-19,6005.55
2017-09-18,6001.73
2017-09-15,5960.56
2017-09-14,5958.45
2017-09-13,5944.62
2017-09-12,5960.99
2017-09-11,5907.53
2017-09-08,5865.76
2017-09-07,5870.65
2017-09-06,5852.42
2017-09-05,5861.0
2017-09-04,5828.3
2017-09-01,5864.91
2017-08-31,5823.5
2017-08-30,5800.75
2017-08-29,5738.81
2017-08-28,5803.81
2017-08-24,5760.61
2017-08-23,5745.16
2017-08-22,5687.14
2017-08-21,5694.27
2017-08-18,5750.32
2017-08-17,5782.58
2017-08-16,5776.39
2017-08-14,5712.58
2017-08-11,5634.47
2017-08-10,5679.45
2017-08-09,5775.32
2017-08-08,5835.98
2017-08-07,5889.89
2017-08-04,5868.5
2017-08-03,5837.22
2017-08-02,5876.19
2017-08-01,5892.46
2017-07-31,5880.27
2017-07-28,5849.76
2017-07-27,5841.94
2017-07-26,5850.15
2017-07-25,5824.33
2017-07-24,5819.58
2017-07-21,5796.74
2017-07-20,5777.66
2017-07-19,5788.97
2017-07-18,5739.95
2017-07-17,5785.85
2017-07-14,5773.25
2017-07-13,5775.45
2017-07-12,5732.49
2017-07-11,5705.15
2017-07-10,5712.94
2017-07-07,5661.66
2017-07-06,5662.19
2017-07-05,5639.97
2017-07-04,5611.35
2017-07-03,5614.39
2017-06-30,5556.88
2017-06-29,5536.39
2017-06-28,5518.83
2017-06-27,5522.09
2017-06-23,5568.99
2017-06-22,5615.59
2017-06-21,5628.19
2017-06-20,5634.35
2017-06-19,5631.8
2017-06-16,5604.28
2017-06-15,5596.19
2017-06-14,5608.35
2017-06-13,5599.69
2017-06-12,5597.68
2017-06-09,5626.51
2017-06-08,5610.51
2017-06-07,5611.35
2017-06-06,5588.01
2017-06-05,5614.17
2017-06-02,5589.68
2017-06-01,5563.57
2017-05-31,5548.81
2017-05-30,5533.03
2017-05-29,5513.9
2017-05-26,5536.06
2017-05-25,5469.41
2017-05-24,5384.51
2017-05-23,5420.58
2017-05-22,5472.47
2017-05-19,5488.55
2017-05-18,5503.13
2017-05-17,5581.55
2017-05-16,5583.01
2017-05-15,5551.8
2017-05-12,5517.06
2017-05-11,5538.45
2017-05-10,5531.64
2017-05-09,5480.3
2017-05-08,5468.48
2017-05-05,5446.21
2017-05-04,5495.02
2017-05-03,5469.39
2017-05-02,5471.53
2017-04-28,5460.31
2017-04-27,5465.2
2017-04-26,5470.55
2017-04-25,5462.78
2017-04-24,5410.78
2017-04-21,5357.84
2017-04-20,5361.18
2017-04-19,5332.1
2017-04-18,5319.44
2017-04-17,5346.23
2017-04-13,5347.05
2017-04-12,5368.28
2017-04-11,5387.64
2017-04-10,5349.18
2017-04-07,5343.84
2017-04-06,5374.68
2017-04-05,5376.44
2017-04-03,5347.0
2017-03-31,5307.06
2017-03-30,5293.58
2017-03-29,5270.87
2017-03-28,5248.65
2017-03-27,5216.93
2017-03-24,5242.75
2017-03-23,5228.16
2017-03-22,5190.79
2017-03-21,5242.92
2017-03-20,5249.54
2017-03-17,5258.68
2017-03-16,5255.79
2017-03-15,5205.55
2017-03-14,5192.56
2017-03-10,5108.44
2017-03-09,5108.08
2017-03-08,5108.28
2017-03-07,5124.34
2017-03-06,5131.1
2017-03-03,5098.77
2017-03-02,5095.63
2017-03-01,5137.96
2017-02-28,5106.17
2017-02-27,5102.83
2017-02-23,5117.37
2017-02-22,5111.96
2017-02-21,5114.55
2017-02-20,5092.49
2017-02-17,5057.02
2017-02-16,5031.4
2017-02-15,4985.56
2017-02-14,5034.41
2017-02-13,5049.12
2017-02-10,5052.62
2017-02-09,5047.43
2017-02-08,5039.65
2017-02-07,5031.78
2017-02-06,5047.53
2017-02-03,5008.28
2017-02-02,4992.75
2017-02-01,4971.19
2017-01-31,4880.71
2017-01-30,4928.87
2017-01-27,4931.08
2017-01-25,4906.78
2017-01-24,4840.06
2017-01-23,4792.28
2017-01-20,4765.44
2017-01-19,4821.82
2017-01-18,4808.76
2017-01-17,4791.69
2017-01-16,4794.33
2017-01-13,4780.91
2017-01-12,4783.06
2017-01-11,4772.32
2017-01-10,4718.41
2017-01-09,4686.96
2017-01-06,4685.22
2017-01-05,4700.65
2017-01-04,4650.2
2017-01-03,4648.03
2017-01-02,4629.63
2016-12-30,4615.51
2016-12-29,4570.96
2016-12-28,4526.3
2016-12-27,4515.44
2016-12-26,4444.55
2016-12-23,4505.27
2016-12-22,4506.18
2016-12-21,4559.19
2016-12-20,4567.24
2016-12-19,4591.03
2016-12-16,4612.85
2016-12-15,4621.24
2016-12-14,4630.89
2016-12-13,4658.54
2016-12-12,4643.72
2016-12-09,4694.82
2016-12-08,4686.6
2016-12-07,4608.59
2016-12-06,4628.95
2016-12-05,4617.24
2016-12-02,4592.91
2016-12-01,4654.52
2016-11-30,4680.67
2016-11-29,4630.25
2016-11-28,4616.36
2016-11-25,4600.56
2016-11-24,4518.46
2016-11-23,4547.15
2016-11-22,4514.15
2016-11-21,4465.56
2016-11-18,4564.34
2016-11-17,4560.82
2016-11-16,4577.65
2016-11-15,4569.88
2016-11-11,4711.86
2016-11-10,4855.34
2016-11-09,4791.63
2016-11-08,4871.28
2016-11-07,4848.77
2016-11-04,4810.11
2016-11-03,4858.48
2016-11-02,4889.45
2016-11-01,4963.06
2016-10-30,4962.43
2016-10-28,4956.16
2016-10-27,4928.06
2016-10-26,4944.29
2016-10-25,4986.85
2016-10-24,4993.49
2016-10-21,4985.55
2016-10-20,4981.26
2016-10-19,4960.76
2016-10-18,4962.4
2016-10-17,4878.01
2016-10-14,4913.66
2016-10-13,4898.12
2016-10-10,4973.75
2016-10-07,4969.4
2016-10-06,4975.78
2016-10-05,4994.41
2016-10-04,4994.69
2016-10-03,4970.95
2016-09-30,4879.09
2016-09-29,4839.13
2016-09-28,4959.65
2016-09-27,4929.4
2016-09-26,4935.34
2016-09-23,4984.24
2016-09-22,4996.23
2016-09-21,4942.71
2016-09-20,4941.5
2016-09-19,4956.43
2016-09-16,4938.33
2016-09-15,4922.37
2016-09-14,4916.17
2016-09-12,4891.55
2016-09-09,4993.76
2016-09-08,5037.68
2016-09-07,5012.65
2016-09-06,5017.06
2016-09-02,4944.99
2016-09-01,4924.35
2016-08-31,4935.18
2016-08-30,4915.62
2016-08-29,4849.37
2016-08-26,4832.27
2016-08-25,4838.65
2016-08-24,4866.07
2016-08-23,4848.5
2016-08-22,4850.87
2016-08-19,4871.95
2016-08-18,4866.31
2016-08-17,4833.56
2016-08-16,4829.53
2016-08-12,4834.79
2016-08-11,4796.8
2016-08-10,4788.89
2016-08-09,4849.05
2016-08-08,4868.31
2016-08-05,4845.65
2016-08-04,4769.26
2016-08-03,4758.72
2016-08-02,4810.2
2016-08-01,4826.16
2016-07-29,4823.49
2016-07-28,4828.94
2016-07-27,4800.63
2016-07-26,4782.1
2016-07-25,4805.63
2016-07-22,4752.96
2016-07-21,4725.77
2016-07-20,4747.68
2016-07-19,4718.51
2016-07-18,4708.29
2016-07-15,4729.08
2016-07-14,4740.67
2016-07-13,4714.66
2016-07-12,4725.13
2016-07-11,4698.96
2016-07-08,4625.78
2016-07-07,4632.63
2016-07-05,4631.83
2016-07-04,4645.33
2016-07-01,4615.94
2016-06-30,4585.32
2016-06-29,4536.88
2016-06-28,4488.85
2016-06-27,4465.87
2016-06-24,4446.05
2016-06-23,4534.42
2016-06-22,4509.03
2016-06-21,4518.75
2016-06-20,4521.86
2016-06-17,4490.03
2016-06-16,4475.44
2016-06-15,4501.48
2016-06-14,4454.5
2016-06-13,4448.19
2016-06-10,4478.76
2016-06-09,4495.16
2016-06-08,4520.55
2016-06-07,4508.27
2016-06-06,4474.23
2016-06-03,4480.08
2016-06-02,4482.39
2016-06-01,4460.26
2016-05-31,4452.59
2016-05-30,4463.03
2016-05-27,4443.01
2016-05-26,4396.27
2016-05-25,4332.99
2016-05-24,4249.78
2016-05-23,4248.54
2016-05-20,4260.29
2016-05-19,4282.41
2016-05-18,4331.63
2016-05-17,4336.46
2016-05-16,4322.55
2016-05-13,4305.64
2016-05-12,4343.59
2016-05-11,4311.89
2016-05-10,4327.29
2016-05-09,4317.93
2016-05-06,4253.56
2016-05-05,4250.92
2016-05-04,4240.4
2016-05-03,4272.79
2016-05-02,4302.84
2016-04-29,4307.78
2016-04-28,4304.25
2016-04-27,4370.08
2016-04-26,4360.41
2016-04-25,4310.9
2016-04-22,4333.21
2016-04-21,4337.11
2016-04-20,4343.5
2016-04-18,4337.6
2016-04-13,4298.79
2016-04-12,4230.16
2016-04-11,4203.96
2016-04-08,4149.44
2016-04-07,4137.83
2016-04-06,4169.08
2016-04-05,4154.89
2016-04-04,4233.74
2016-04-01,4211.05
2016-03-31,4214.31
2016-03-30,4204.18
2016-03-29,4129.22
2016-03-28,4136.83
2016-03-23,4195.43
2016-03-22,4191.62
2016-03-21,4182.95
2016-03-18,4127.86
2016-03-17,4084.33
2016-03-16,4069.77
2016-03-15,4058.42
2016-03-14,4097.51
2016-03-11,4077.74
2016-03-10,4068.13
2016-03-09,4088.35
2016-03-08,4067.93
2016-03-04,4065.03
2016-03-03,4051.17
2016-03-02,3997.77
2016-03-01,3921.2
2016-02-29,3796.45
2016-02-26,3811.76
2016-02-25,3789.58
2016-02-24,3817.93
2016-02-23,3864.69
2016-02-22,3925.47
2016-02-19,3909.59
2016-02-18,3901.97
2016-02-17,3863.66
2016-02-16,3837.08
2016-02-15,3908.79
2016-02-12,3800.13
2016-02-11,3807.65
2016-02-10,3945.41
2016-02-09,3994.29
2016-02-08,4049.07
2016-02-05,4088.32
2016-02-04,4032.87
2016-02-03,4020.85
2016-02-02,4077.43
2016-02-01,4135.28
2016-01-29,4133.32
2016-01-28,4062.63
2016-01-27,4070.61
2016-01-25,4064.99
2016-01-22,4052.41
2016-01-21,3970.12
2016-01-20,3984.23
2016-01-19,4056.45
2016-01-18,4005.56
2016-01-15,4082.4
2016-01-14,4159.55
2016-01-13,4185.15
2016-01-12,4181.28
2016-01-11,4212.3
2016-01-08,4237.6
2016-01-07,4207.63
2016-01-06,4313.63
2016-01-05,4334.34
2016-01-04,4327.35
2016-01-01,4407.02
2015-12-31,4387.53
2015-12-30,4361.84
2015-12-29,4374.63
2015-12-28,4371.76
2015-12-24,4343.33
2015-12-23,4340.25
2015-12-22,4303.01
2015-12-21,4323.63
2015-12-18,4286.05
2015-12-17,4318.38
2015-12-16,4261.23
2015-12-15,4239.3
2015-12-14,4210.42
2015-12-11,4189.39
2015-12-10,4227.34
2015-12-09,4187.8
2015-12-08,4248.18
2015-12-07,4289.27
2015-12-04,4294.21
2015-12-03,4335.93
2015-12-02,4368.19
2015-12-01,4375.94
2015-11-30,4358.54
2015-11-27,4358.15
2015-11-26,4331.15
2015-11-24,4307.18
2015-11-23,4310.27
2015-11-20,4309.52
2015-11-19,4294.88
2015-11-18,4238.09
2015-11-17,4285.36
2015-11-16,4266.34
2015-11-13,4249.8
2015-11-11,4288.0
2015-11-10,4255.42
2015-11-09,4322.07
2015-11-06,4327.04
2015-11-05,4335.0
2015-11-04,4386.76
2015-11-03,4396.08
2015-11-02,4386.13
2015-10-30,4392.3
2015-10-29,4414.4
2015-10-28,4442.39
2015-10-27,4468.48
2015-10-26,4476.16
2015-10-23,4496.65
2015-10-21,4485.09
2015-10-20,4492.1
2015-10-19,4492.1
2015-10-16,4467.44
2015-10-15,4441.93
2015-10-14,4411.03
2015-10-13,4417.78
2015-10-12,4420.35
2015-10-09,4437.5
2015-10-08,4414.27
2015-10-07,4441.14
2015-10-06,4429.43
2015-10-05,4410.23
2015-10-01,4322.56
2015-09-30,4316.81
2015-09-29,4255.92
2015-09-28,4238.11
2015-09-24,4270.25
2015-09-23,4257.1
2015-09-22,4240.15
2015-09-21,4316.64
2015-09-18,4308.59
2015-09-16,4265.52
2015-09-15,4246.99
2015-09-14,4272.23
2015-09-11,4225.76
2015-09-10,4220.47
2015-09-09,4231.96
2015-09-08,4156.76
2015-09-07,4103.22
2015-09-04,4166.91
2015-09-03,4257.6
2015-09-02,4201.67
2015-09-01,4231.08
2015-08-31,4325.51
2015-08-28,4341.36
2015-08-27,4316.79
2015-08-26,4222.19
2015-08-25,4257.34
2015-08-24,4209.02
2015-08-21,4514.95
2015-08-20,4551.42
2015-08-19,4622.57
2015-08-18,4609.13
2015-08-17,4603.22
2015-08-14,4611.66
2015-08-13,4523.27
2015-08-12,4530.4
2015-08-11,4606.29
2015-08-10,4643.47
2015-08-07,4660.41
2015-08-06,4671.83
2015-08-05,4662.07
2015-08-04,4629.13
2015-08-03,4623.03
2015-07-31,4606.9
2015-07-30,4550.97
2015-07-29,4520.56
2015-07-28,4494.92
2015-07-27,4506.99
2015-07-24,4583.6
2015-07-23,4618.37
2015-07-22,4628.95
2015-07-21,4577.12
2015-07-20,4628.39
2015-07-17,4626.15
2015-07-16,4618.73
2015-07-15,4572.11
2015-07-14,4540.29
2015-07-13,4536.7
2015-07-10,4483.84
2015-07-09,4469.96
2015-07-08,4483.03
2015-07-07,4554.04
2015-07-06,4548.59
2015-07-03,4521.92
2015-07-02,4508.25
2015-07-01,4498.75
2015-06-30,4449.94
2015-06-29,4414.89
2015-06-26,4457.1
2015-06-25,4462.62
2015-06-24,4443.62
2015-06-23,4459.05
2015-06-22,4444.26
2015-06-19,4376.74
2015-06-18,4351.63
2015-06-17,4308.26
2015-06-16,4272.93
2015-06-15,4255.84
2015-06-12,4239.05
2015-06-11,4233.6
2015-06-10,4312.63
2015-06-09,4261.85
2015-06-08,4274.15
2015-06-05,4319.24
2015-06-04,4320.12
2015-06-03,4316.43
2015-06-02,4375.98
2015-06-01,4477.13
2015-05-29,4478.46
2015-05-28,4419.54
2015-05-27,4429.07
2015-05-26,4432.63
2015-05-25,4445.87
2015-05-22,4479.91
2015-05-21,4463.38
2015-05-20,4466.88
2015-05-19,4444.72
2015-05-18,4445.42
2015-05-15,4391.56
2015-05-14,4371.87
2015-05-13,4360.91
2015-05-12,4302.57
2015-05-11,4398.75
2015-05-08,4327.97
2015-05-07,4253.84
2015-05-06,4296.17
2015-05-05,4423.37
2015-05-04,4419.8
2015-04-30,4339.57
2015-04-29,4359.97
2015-04-28,4367.52
2015-04-27,4321.49
2015-04-24,4389.19
2015-04-23,4452.43
2015-04-22,4462.1
2015-04-21,4443.24
2015-04-20,4474.9
2015-04-17,4562.86
2015-04-16,4620.45
2015-04-15,4647.44
2015-04-13,4686.86
2015-04-10,4660.69
2015-04-09,4651.8
2015-04-08,4625.6
2015-04-07,4592.83
2015-04-06,4580.56
2015-04-01,4537.25
2015-03-31,4483.38
2015-03-30,4477.42
2015-03-27,4396.59
2015-03-26,4396.3
2015-03-25,4476.68
2015-03-24,4484.69
2015-03-23,4492.24
2015-03-20,4512.85
2015-03-19,4555.35
2015-03-18,4581.37
2015-03-17,4591.45
2015-03-16,4544.05
2015-03-13,4557.67
2015-03-12,4623.81
2015-03-11,4575.0
2015-03-10,4584.67
