Date,NIFTY_MIDSMALLCAP400_MOMENTUM_QUALITY_100
2019-12-09,17637.93
2019-12-06,17609.79
2019-12-05,17816.07
2019-12-04,17769.91
2019-12-03,17703.93
2019-12-02,17814.4
2019-11-29,17922.28
2019-11-28,17902.49
2019-11-27,17758.14
2019-11-26,17703.02
2019-11-25,17844.6
2019-11-22,17669.38
2019-11-21,17730.09
2019-11-20,17905.44
2019-11-19,17925.78
2019-11-18,17893.04
2019-11-15,17759.64
2019-11-14,17702.93
2019-11-13,17567.81
2019-11-11,17774.22
2019-11-08,17667.51
2019-11-07,17771.91
2019-11-06,17667.22
2019-11-05,17703.19
2019-11-04,17911.24
2019-11-01,17970.68
2019-10-31,17926.83
2019-10-30,17642.01
2019-10-29,17582.81
2019-10-27,17361.07
2019-10-25,17222.87
2019-10-24,17252.78
2019-10-23,17236.91
2019-10-22,17217.77
2019-10-18,17136.67
2019-10-17,16848.45
2019-10-16,16601.54
2019-10-15,16619.9
2019-10-14,16609.5
2019-10-11,16569.08
2019-10-10,16531.9
2019-10-09,16670.93
2019-10-07,16450.85
2019-10-04,16465.73
2019-10-03,16588.67
2019-10-01,16610.83
2019-09-30,16842.24
2019-09-27,17006.64
2019-09-26,17081.75
2019-09-25,16950.0
2019-09-24,17246.62
2019-09-23,17293.5
2019-09-20,16812.34
2019-09-19,15914.03
2019-09-18,16159.69
2019-09-17,16107.56
2019-09-16,16385.96
2019-09-13,16392.39
2019-09-12,16274.21
2019-09-11,16341.0
2019-09-09,16263.13
2019-09-06,16058.13
2019-09-05,15985.91
2019-09-04,15941.49
2019-09-03,15861.59
2019-08-30,16095.48
2019-08-29,15918.72
2019-08-28,15996.86
2019-08-27,16100.53
2019-08-26,15875.47
2019-08-23,15647.93
2019-08-22,15501.48
2019-08-21,15823.22
2019-08-20,16037.45
2019-08-19,16159.09
2019-08-16,16100.31
2019-08-14,16015.62
2019-08-13,15877.21
2019-08-09,16228.01
2019-08-08,16089.75
2019-08-07,15980.39
2019-08-06,15992.85
2019-08-05,15664.69
2019-08-02,15888.31
2019-08-01,15948.02
2019-07-31,16125.2
2019-07-30,15967.39
2019-07-29,16186.85
2019-07-26,16295.93
2019-07-25,16270.32
2019-07-24,16161.97
2019-07-23,16449.8
2019-07-22,16414.91
2019-07-19,16530.49
2019-07-18,16817.09
2019-07-17,17111.88
2019-07-16,17218.52
2019-07-15,17036.49
2019-07-12,17099.11
2019-07-11,17040.92
2019-07-10,16954.6
2019-07-09,17109.07
2019-07-08,17109.52
2019-07-05,17546.93
2019-07-04,17798.85
2019-07-03,17798.9
2019-07-02,17767.48
2019-07-01,17718.75
2019-06-28,17731.9
2019-06-27,17758.8
2019-06-26,17665.44
2019-06-25,17641.0
2019-06-24,17549.92
2019-06-21,17535.7
2019-06-20,17533.43
2019-06-19,17321.1
2019-06-18,17470.68
2019-06-17,17499.35
2019-06-14,17690.09
2019-06-13,17821.41
2019-06-12,17842.5
2019-06-11,17941.58
2019-06-10,17920.01
2019-06-07,17859.58
2019-06-06,17879.93
2019-06-04,18058.35
2019-06-03,18125.65
2019-05-31,17967.47
2019-05-30,17917.76
2019-05-29,17809.1
2019-05-28,17897.15
2019-05-27,17837.2
2019-05-24,17860.47
2019-05-23,17528.64
2019-05-22,17604.8
2019-05-21,17569.41
2019-05-20,17607.77
2019-05-17,17134.81
2019-05-16,16957.48
2019-05-15,16913.79
2019-05-14,16936.6
2019-05-13,16908.0
2019-05-10,17136.55
2019-05-09,17083.34
2019-05-08,17132.54
2019-05-07,17331.53
2019-05-06,17468.58
2019-05-03,17631.92
2019-05-02,17691.6
2019-04-30,17751.57
2019-04-26,17861.49
2019-04-25,17923.76
2019-04-24,17963.85
2019-04-23,17866.55
2019-04-22,17851.3
2019-04-18,18088.9
2019-04-16,18241.56
2019-04-15,18227.66
2019-04-12,18105.83
2019-04-11,18081.69
2019-04-10,18070.91
2019-04-09,18050.03
2019-04-08,18010.71
2019-04-05,18095.56
2019-04-04,17975.39
2019-04-03,18001.46
2019-04-02,18143.56
2019-04-01,18202.34
2019-03-29,18105.77
2019-03-28,17989.44
2019-03-27,17835.79
2019-03-26,17741.05
2019-03-25,17565.88
2019-03-22,17709.16
2019-03-20,17774.68
2019-03-19,17768.55
2019-03-18,17710.01
2019-03-15,17773.01
2019-03-14,17778.43
2019-03-13,17788.67
2019-03-12,17921.23
2019-03-11,17801.16
2019-03-08,17486.95
2019-03-07,17476.38
2019-03-06,17529.71
2019-03-05,17410.24
2019-03-01,17080.8
2019-02-28,16866.28
2019-02-27,16773.03
2019-02-26,16696.68
2019-02-25,16698.77
2019-02-22,16574.39
2019-02-21,16528.98
2019-02-20,16398.95
2019-02-19,16307.16
2019-02-18,16306.88
2019-02-15,16455.99
2019-02-14,16648.08
2019-02-13,16591.41
2019-02-12,16600.33
2019-02-11,16641.01
2019-02-08,16937.55
2019-02-07,17101.93
2019-02-06,17013.6
2019-02-05,16944.65
2019-02-04,17017.81
2019-02-01,17078.16
2019-01-31,16885.69
2019-01-30,16736.81
2019-01-29,16549.15
2019-01-28,16516.26
2019-01-25,16829.83
2019-01-24,17076.79
2019-01-23,17150.63
2019-01-22,17131.82
2019-01-21,17165.5
2019-01-18,17224.29
2019-01-17,17303.7
2019-01-16,17339.23
2019-01-15,17380.69
2019-01-14,17268.0
2019-01-11,17298.01
2019-01-10,17297.07
2019-01-09,17241.18
2019-01-08,17233.17
2019-01-07,17227.59
2019-01-04,17180.75
2019-01-03,17175.97
2019-01-02,17322.74
2019-01-01,17482.03
2018-12-31,17492.39
2018-12-28,17418.96
2018-12-27,17258.58
2018-12-26,17182.51
2018-12-24,17194.88
2018-12-21,17456.18
2018-12-20,17717.53
2018-12-19,17743.39
2018-12-18,17536.35
2018-12-17,17474.93
2018-12-14,17427.19
2018-12-13,17434.77
2018-12-12,17343.28
2018-12-11,16923.68
2018-12-10,16688.96
2018-12-07,17038.51
2018-12-06,17002.71
2018-12-05,17285.86
2018-12-04,17437.66
2018-12-03,17450.02
2018-11-30,17406.51
2018-11-29,17217.85
2018-11-28,17194.24
2018-11-27,17275.75
2018-11-26,17244.93
2018-11-22,17203.15
2018-11-21,17325.88
2018-11-20,17302.89
2018-11-19,17425.07
2018-11-16,17369.72
2018-11-15,17396.83
2018-11-14,17374.5
2018-11-13,17411.74
2018-11-12,17372.72
2018-11-09,17494.5
2018-11-07,17319.98
2018-11-06,17175.38
2018-11-05,17261.39
2018-11-02,17358.76
2018-11-01,17347.68
2018-10-31,17265.99
2018-10-30,16956.23
2018-10-29,16850.87
2018-10-26,16443.22
2018-10-25,16440.34
2018-10-24,16545.43
2018-10-23,16387.53
2018-10-22,16680.56
2018-10-19,16936.92
2018-10-17,17192.7
2018-10-16,17483.36
2018-10-15,17150.53
2018-10-12,16905.68
2018-10-11,16519.41
2018-10-10,16798.11
2018-10-09,16091.04
2018-10-08,16158.64
2018-10-05,16482.47
2018-10-04,16897.15
2018-10-03,17367.08
2018-10-01,17530.8
2018-09-28,17550.53
2018-09-27,17856.98
2018-09-26,18282.51
2018-09-25,18288.43
2018-09-24,18343.35
2018-09-21,18800.46
2018-09-19,19039.12
2018-09-18,19268.08
2018-09-17,19425.01
2018-09-14,19538.09
2018-09-12,19275.37
2018-09-11,19229.96
2018-09-10,19448.07
2018-09-07,19765.31
2018-09-06,19628.09
2018-09-05,19554.92
2018-09-04,19675.47
2018-09-03,20077.36
2018-08-31,20206.84
2018-08-30,20078.54
2018-08-29,20054.69
2018-08-28,20084.06
2018-08-27,20021.42
2018-08-24,19790.75
2018-08-23,19847.54
2018-08-21,19798.12
2018-08-20,19699.21
2018-08-17,19669.18
2018-08-16,19529.58
2018-08-14,19510.4
2018-08-13,19270.28
2018-08-10,19341.55
2018-08-09,19380.4
2018-08-08,19282.3
2018-08-07,19192.36
2018-08-06,19182.48
2018-08-03,19184.64
2018-08-02,18948.0
2018-08-01,19005.72
2018-07-31,18902.14
2018-07-30,18733.78
2018-07-27,18716.19
2018-07-26,18613.04
2018-07-25,18508.68
2018-07-24,18495.41
2018-07-23,18294.22
2018-07-20,18173.78
2018-07-19,17971.32
2018-07-18,18142.69
2018-07-17,18254.49
2018-07-16,17970.51
2018-07-13,18315.75
2018-07-12,18515.39
2018-07-11,18537.04
2018-07-10,18596.81
2018-07-09,18416.76
2018-07-06,18065.86
2018-07-05,18015.87
2018-07-04,18114.7
2018-07-03,18036.6
2018-07-02,17838.97
2018-06-29,17859.56
2018-06-28,17437.4
2018-06-27,17785.46
2018-06-26,18019.84
2018-06-25,18051.34
2018-06-22,18183.64
2018-06-21,18107.24
2018-06-20,18204.21
2018-06-19,18180.08
2018-06-18,18447.72
2018-06-15,18487.61
2018-06-14,18563.52
2018-06-13,18477.83
2018-06-12,18527.84
2018-06-11,18377.91
2018-06-08,18402.05
2018-06-07,18331.24
2018-06-06,18056.36
2018-06-05,17716.1
2018-06-04,18049.44
2018-06-01,18326.86
2018-05-31,18639.62
2018-05-30,18684.38
2018-05-29,18678.91
2018-05-28,18710.6
2018-05-25,18491.44
2018-05-24,18187.97
2018-05-23,18209.69
2018-05-22,18258.3
2018-05-21,18160.4
2018-05-18,18482.9
2018-05-17,18721.22
2018-05-16,18664.71
2018-05-15,18616.95
2018-05-14,18794.13
2018-05-11,19026.4
2018-05-10,18961.25
2018-05-09,19229.19
2018-05-08,19298.51
2018-05-07,19280.98
2018-05-04,19055.97
2018-05-03,19090.63
2018-05-02,19290.78
2018-04-30,19610.22
2018-04-27,19475.3
2018-04-26,19424.05
2018-04-25,19347.56
2018-04-24,19519.58
2018-04-23,19524.8
2018-04-20,19453.64
2018-04-19,19462.44
2018-04-18,19297.92
2018-04-17,19324.63
2018-04-16,19280.63
2018-04-13,19151.87
2018-04-12,19079.96
2018-04-11,19110.11
2018-04-10,19102.09
2018-04-09,19119.77
2018-04-06,19030.61
2018-04-05,18933.36
2018-04-04,18564.11
2018-04-03,18761.57
2018-04-02,18639.77
2018-03-28,18284.83
2018-03-27,18429.27
2018-03-26,18218.63
2018-03-23,18018.2
2018-03-22,18285.1
2018-03-21,18491.89
2018-03-20,18385.29
2018-03-19,18348.88
2018-03-16,18690.79
2018-03-15,18930.8
2018-03-14,18846.55
2018-03-13,18826.6
2018-03-12,18582.2
2018-03-09,18396.85
2018-03-08,18377.38
2018-03-07,18220.68
2018-03-06,18531.15
2018-03-05,18702.3
2018-03-01,18838.25
2018-02-28,18882.53
2018-02-27,18912.14
2018-02-26,18966.88
2018-02-23,18807.93
2018-02-22,18443.23
2018-02-21,18567.44
2018-02-20,18547.66
2018-02-19,18631.72
2018-02-16,18897.87
2018-02-15,19088.18
2018-02-14,19236.11
2018-02-12,19083.99
2018-02-09,18764.36
2018-02-08,18745.82
2018-02-07,18389.6
2018-02-06,18241.1
2018-02-05,18590.11
2018-02-02,18784.94
2018-02-01,19708.52
2018-01-31,19885.09
2018-01-30,20377.55
2018-01-29,20668.8
2018-01-25,20860.24
2018-01-24,21025.17
2018-01-23,21178.34
2018-01-22,21004.69
2018-01-19,20746.32
2018-01-18,20451.17
2018-01-17,20735.14
2018-01-16,20628.31
2018-01-15,20955.66
2018-01-12,20923.81
2018-01-11,20912.11
2018-01-10,20819.97
2018-01-09,20893.71
2018-01-08,20873.63
2018-01-05,20740.81
2018-01-04,20553.75
2018-01-03,20430.18
2018-01-02,20333.61
2018-01-01,20528.76
2017-12-29,20560.98
2017-12-28,20359.78
2017-12-27,20357.52
2017-12-26,20441.6
2017-12-22,20336.11
2017-12-21,20283.65
2017-12-20,20068.81
2017-12-19,19964.01
2017-12-18,19662.79
2017-12-15,19484.17
2017-12-14,19166.1
2017-12-13,19198.65
2017-12-12,19308.57
2017-12-11,19456.7
2017-12-08,19327.93
2017-12-07,19142.96
2017-12-06,18914.74
2017-12-05,19022.04
2017-12-04,18996.03
2017-12-01,18924.83
2017-11-30,19083.57
2017-11-29,19077.19
2017-11-28,19138.52
2017-11-27,19101.09
2017-11-24,19001.1
2017-11-23,18931.98
2017-11-22,18854.1
2017-11-21,18862.48
2017-11-20,18819.36
2017-11-17,18675.67
2017-11-16,18553.41
2017-11-15,18357.1
2017-11-14,18502.11
2017-11-13,18494.16
2017-11-10,18544.85
2017-11-09,18495.16
2017-11-08,18279.57
2017-11-07,18457.38
2017-11-06,18599.77
2017-11-03,18547.39
2017-11-02,18547.2
2017-11-01,18483.95
2017-10-31,18455.8
2017-10-30,18328.13
2017-10-27,18129.68
2017-10-26,18122.8
2017-10-25,18059.99
2017-10-24,18191.39
2017-10-23,18155.28
2017-10-19,17982.55
2017-10-18,18035.12
2017-10-17,18014.67
2017-10-16,17872.81
2017-10-13,17821.63
2017-10-12,17758.5
2017-10-11,17511.78
2017-10-10,17638.6
2017-10-09,17419.36
2017-10-06,17348.44
2017-10-05,17200.12
2017-10-04,17125.82
2017-10-03,16998.61
2017-09-29,16862.38
2017-09-28,16648.38
2017-09-27,16537.61
2017-09-26,16875.91
2017-09-25,16794.66
2017-09-22,17100.96
2017-09-21,17557.64
2017-09-20,17575.62
2017-09-19,17689.09
2017-09-18,17661.72
2017-09-15,17456.33
2017-09-14,17327.26
2017-09-13,17207.42
2017-09-12,17327.9
2017-09-11,17170.46
2017-09-08,17092.69
2017-09-07,17080.92
2017-09-06,16973.79
2017-09-05,16888.26
2017-09-04,16679.63
2017-09-01,16806.53
2017-08-31,16639.63
2017-08-30,16495.58
2017-08-29,16281.75
2017-08-28,16405.0
2017-08-24,16218.45
2017-08-23,16107.15
2017-08-22,15951.17
2017-08-21,16041.92
2017-08-18,16215.23
2017-08-17,16299.07
2017-08-16,16233.62
2017-08-14,16069.99
2017-08-11,15647.47
2017-08-10,15692.22
2017-08-09,16200.13
2017-08-08,16469.82
2017-08-07,16649.82
2017-08-04,16534.49
2017-08-03,16535.31
2017-08-02,16689.91
2017-08-01,16642.29
2017-07-31,16593.59
2017-07-28,16576.78
2017-07-27,16530.65
2017-07-26,16539.66
2017-07-25,16483.15
2017-07-24,16395.62
2017-07-21,16353.29
2017-07-20,16411.7
2017-07-19,16449.59
2017-07-18,16342.53
2017-07-17,16434.5
2017-07-14,16448.29
2017-07-13,16464.17
2017-07-12,16389.29
2017-07-11,16231.44
2017-07-10,16335.24
2017-07-07,16285.31
2017-07-06,16288.39
2017-07-05,16241.25
2017-07-04,16136.93
2017-07-03,16139.48
2017-06-30,15995.15
2017-06-29,15864.33
2017-06-28,15731.87
2017-06-27,15652.16
2017-06-23,15924.32
2017-06-22,16156.25
2017-06-21,16260.35
2017-06-20,16238.07
2017-06-19,16258.52
2017-06-16,16312.06
2017-06-15,16275.22
2017-06-14,16281.54
2017-06-13,16148.45
2017-06-12,16092.72
2017-06-09,16176.27
2017-06-08,16078.45
2017-06-07,15977.31
2017-06-06,15885.6
2017-06-05,15966.43
2017-06-02,15878.47
2017-06-01,15739.82
2017-05-31,15582.4
2017-05-30,15384.57
2017-05-29,15303.2
2017-05-26,15463.84
2017-05-25,15222.86
2017-05-24,14971.4
2017-05-23,15154.31
2017-05-22,15343.85
2017-05-19,15507.84
2017-05-18,15645.18
2017-05-17,15920.14
2017-05-16,15984.14
2017-05-15,15961.75
2017-05-12,15749.26
2017-05-11,15897.82
2017-05-10,15869.48
2017-05-09,15744.87
2017-05-08,15711.87
2017-05-05,15638.01
2017-05-04,15765.63
2017-05-03,15663.43
2017-05-02,15734.74
2017-04-28,15621.84
2017-04-27,15572.53
2017-04-26,15571.6
2017-04-25,15637.91
2017-04-24,15505.66
2017-04-21,15428.13
2017-04-20,15446.93
2017-04-19,15265.36
2017-04-18,15166.17
2017-04-17,15190.37
2017-04-13,15148.78
2017-04-12,15170.93
2017-04-11,15237.14
2017-04-10,15110.0
2017-04-07,15058.25
2017-04-06,15106.75
2017-04-05,15189.46
2017-04-03,15123.53
2017-03-31,14981.0
2017-03-30,14864.29
2017-03-29,14825.57
2017-03-28,14706.93
2017-03-27,14595.67
2017-03-24,14580.42
2017-03-23,14529.79
2017-03-22,14423.12
2017-03-21,14555.46
2017-03-20,14563.58
2017-03-17,14528.06
2017-03-16,14490.76
2017-03-15,14370.61
2017-03-14,14245.9
2017-03-10,14038.74
2017-03-09,14077.55
2017-03-08,14079.2
2017-03-07,14134.46
2017-03-06,14128.7
2017-03-03,14071.0
2017-03-02,14016.46
2017-03-01,14163.12
2017-02-28,14138.74
2017-02-27,14090.3
2017-02-23,14043.09
2017-02-22,14008.31
2017-02-21,14093.28
2017-02-20,14038.12
2017-02-17,13972.88
2017-02-16,13918.94
2017-02-15,13721.25
2017-02-14,13883.64
2017-02-13,13911.39
2017-02-10,13994.23
2017-02-09,13945.56
2017-02-08,13898.33
2017-02-07,13891.33
2017-02-06,13932.49
2017-02-03,13783.5
2017-02-02,13625.03
2017-02-01,13476.09
2017-01-31,13231.52
2017-01-30,13348.33
2017-01-27,13373.79
2017-01-25,13254.0
2017-01-24,13082.9
2017-01-23,12944.34
2017-01-20,12906.38
2017-01-19,13069.08
2017-01-18,13003.06
2017-01-17,12911.83
2017-01-16,12861.32
2017-01-13,12801.18
2017-01-12,12823.16
2017-01-11,12828.69
2017-01-10,12694.12
2017-01-09,12638.21
2017-01-06,12599.4
2017-01-05,12617.14
2017-01-04,12500.17
2017-01-03,12497.02
2017-01-02,12403.92
2016-12-30,12283.13
2016-12-29,12213.8
2016-12-28,12037.21
2016-12-27,11896.75
2016-12-26,11713.6
2016-12-23,12006.72
2016-12-22,11963.26
2016-12-21,12070.62
2016-12-20,12050.44
2016-12-19,12194.56
2016-12-16,12230.62
2016-12-15,12248.7
2016-12-14,12208.7
2016-12-13,12263.93
2016-12-12,12344.42
2016-12-09,12502.51
2016-12-08,12477.86
2016-12-07,12286.42
2016-12-06,12319.23
2016-12-05,12264.68
2016-12-02,12269.41
2016-12-01,12472.14
2016-11-30,12594.13
2016-11-29,12428.07
2016-11-28,12275.58
2016-11-25,12203.83
2016-11-24,11977.69
2016-11-23,12026.52
2016-11-22,11884.98
2016-11-21,11707.19
2016-11-18,12029.09
2016-11-17,12044.96
2016-11-16,12063.29
2016-11-15,12012.24
2016-11-11,12593.82
2016-11-10,13171.97
2016-11-09,13067.26
2016-11-08,13389.7
2016-11-07,13334.79
2016-11-04,13232.2
2016-11-03,13434.26
2016-11-02,13582.39
2016-11-01,13820.85
2016-10-30,13850.7
2016-10-28,13767.31
2016-10-27,13640.8
2016-10-26,13771.17
2016-10-25,13854.15
2016-10-24,13828.99
2016-10-21,13821.54
2016-10-20,13808.3
2016-10-19,13800.67
2016-10-18,13802.0
2016-10-17,13628.98
2016-10-14,13738.89
2016-10-13,13598.4
2016-10-10,13725.5
2016-10-07,13725.18
2016-10-06,13735.48
2016-10-05,13778.13
2016-10-04,13728.57
2016-10-03,13608.7
2016-09-30,13277.38
2016-09-29,13044.03
2016-09-28,13403.38
2016-09-27,13248.79
2016-09-26,13199.85
2016-09-23,13228.2
2016-09-22,13191.78
2016-09-21,13098.08
2016-09-20,13084.15
2016-09-19,13119.77
2016-09-16,13021.52
2016-09-15,13015.95
2016-09-14,12975.13
2016-09-12,12841.89
2016-09-09,13117.82
2016-09-08,13166.75
2016-09-07,13122.93
2016-09-06,13121.18
2016-09-02,12985.33
2016-09-01,12910.13
2016-08-31,12912.44
2016-08-30,12903.39
2016-08-29,12801.61
2016-08-26,12760.47
2016-08-25,12718.23
2016-08-24,12725.05
2016-08-23,12656.34
2016-08-22,12689.49
2016-08-19,12767.8
2016-08-18,12686.87
2016-08-17,12583.02
2016-08-16,12532.69
2016-08-12,12512.34
2016-08-11,12504.91
2016-08-10,12465.9
2016-08-09,12582.95
2016-08-08,12601.11
2016-08-05,12506.07
2016-08-04,12352.26
2016-08-03,12295.72
2016-08-02,12437.84
2016-08-01,12484.64
2016-07-29,12368.81
2016-07-28,12288.12
2016-07-27,12189.81
2016-07-26,12144.76
2016-07-25,12237.99
2016-07-22,12139.17
2016-07-21,12055.38
2016-07-20,12057.78
2016-07-19,11960.47
2016-07-18,11974.5
2016-07-15,12034.58
2016-07-14,12127.76
2016-07-13,12062.52
2016-07-12,12114.3
2016-07-11,12089.93
2016-07-08,11994.81
2016-07-07,11999.01
2016-07-05,12025.19
2016-07-04,12035.84
2016-07-01,11912.99
2016-06-30,11859.51
2016-06-29,11761.0
2016-06-28,11652.75
2016-06-27,11594.96
2016-06-24,11510.38
2016-06-23,11614.26
2016-06-22,11620.56
2016-06-21,11634.32
2016-06-20,11573.46
2016-06-17,11515.54
2016-06-16,11500.91
2016-06-15,11568.96
2016-06-14,11535.01
2016-06-13,11495.89
2016-06-10,11535.65
2016-06-09,11546.25
2016-06-08,11584.9
2016-06-07,11576.13
2016-06-06,11497.91
2016-06-03,11515.1
2016-06-02,11599.76
2016-06-01,11566.25
2016-05-31,11546.46
2016-05-30,11578.25
2016-05-27,11498.93
2016-05-26,11429.47
2016-05-25,11334.12
2016-05-24,11254.72
2016-05-23,11303.27
2016-05-20,11313.31
2016-05-19,11389.82
2016-05-18,11520.31
2016-05-17,11524.15
2016-05-16,11464.84
2016-05-13,11492.32
2016-05-12,11499.0
2016-05-11,11388.27
2016-05-10,11409.76
2016-05-09,11420.71
2016-05-06,11322.74
2016-05-05,11304.48
2016-05-04,11328.61
2016-05-03,11395.84
2016-05-02,11448.1
2016-04-29,11417.9
2016-04-28,11414.8
2016-04-27,11517.77
2016-04-26,11493.68
2016-04-25,11415.65
2016-04-22,11474.35
2016-04-21,11518.06
2016-04-20,11633.24
2016-04-18,11592.2
2016-04-13,11436.67
2016-04-12,11325.03
2016-04-11,11227.67
2016-04-08,11141.14
2016-04-07,11059.59
2016-04-06,11113.26
2016-04-05,11058.0
2016-04-04,11157.96
2016-04-01,11119.1
2016-03-31,11083.26
2016-03-30,10982.1
2016-03-29,10795.57
2016-03-28,10823.14
2016-03-23,10976.62
2016-03-22,10980.39
2016-03-21,10962.22
2016-03-18,10820.19
2016-03-17,10716.8
2016-03-16,10671.59
2016-03-15,10795.88
2016-03-14,10895.69
2016-03-11,10811.78
2016-03-10,10808.2
2016-03-09,10822.55
2016-03-08,10831.25
2016-03-04,10819.26
2016-03-03,10764.68
2016-03-02,10668.14
2016-03-01,10485.84
2016-02-29,10213.47
2016-02-26,10209.75
2016-02-25,10239.78
2016-02-24,10331.64
2016-02-23,10443.6
2016-02-22,10556.41
2016-02-19,10506.14
2016-02-18,10499.24
2016-02-17,10462.58
2016-02-16,10405.64
2016-02-15,10586.26
2016-02-12,10265.23
2016-02-11,10396.39
2016-02-10,10811.65
2016-02-09,10892.61
2016-02-08,11024.07
2016-02-05,11057.39
2016-02-04,10937.79
2016-02-03,11006.61
2016-02-02,11183.64
2016-02-01,11203.77
2016-01-29,11120.04
2016-01-28,10996.5
2016-01-27,11023.09
2016-01-25,11009.24
2016-01-22,10893.27
2016-01-21,10680.45
2016-01-20,10604.63
2016-01-19,10782.05
2016-01-18,10664.46
2016-01-15,10994.03
2016-01-14,11277.79
2016-01-13,11404.91
2016-01-12,11540.32
2016-01-11,11622.47
2016-01-08,11688.84
2016-01-07,11613.03
2016-01-06,11861.28
2016-01-05,11881.64
2016-01-04,11808.73
2016-01-01,11918.18
2015-12-31,11845.91
2015-12-30,11796.04
2015-12-29,11791.06
2015-12-28,11786.06
2015-12-24,11751.97
2015-12-23,11722.14
2015-12-22,11662.23
2015-12-21,11667.71
2015-12-18,11640.28
2015-12-17,11671.12
2015-12-16,11479.8
2015-12-15,11460.18
2015-12-14,11363.31
2015-12-11,11357.85
2015-12-10,11415.51
2015-12-09,11304.69
2015-12-08,11486.15
2015-12-07,11580.4
2015-12-04,11563.36
2015-12-03,11610.68
2015-12-02,11700.39
2015-12-01,11708.84
2015-11-30,11663.63
2015-11-27,11635.71
2015-11-26,11599.04
2015-11-24,11589.36
2015-11-23,11585.81
2015-11-20,11558.34
2015-11-19,11464.43
2015-11-18,11317.02
2015-11-17,11371.73
2015-11-16,11301.73
2015-11-13,11269.37
2015-11-11,11398.97
2015-11-10,11285.33
2015-11-09,11388.79
2015-11-06,11313.87
2015-11-05,11345.53
2015-11-04,11494.63
2015-11-03,11539.7
2015-11-02,11500.68
2015-10-30,11557.93
2015-10-29,11670.88
2015-10-28,11753.19
2015-10-27,11793.18
2015-10-26,11816.27
2015-10-23,11876.88
2015-10-21,11898.89
2015-10-20,11926.31
2015-10-19,11876.68
2015-10-16,11805.87
2015-10-15,11836.84
2015-10-14,11832.81
2015-10-13,11771.15
2015-10-12,11811.47
2015-10-09,11794.94
2015-10-08,11827.72
2015-10-07,11877.64
2015-10-06,11917.92
2015-10-05,11795.3
2015-10-01,11577.12
2015-09-30,11570.8
2015-09-29,11389.29
2015-09-28,11392.25
2015-09-24,11359.36
2015-09-23,11285.67
2015-09-22,11239.64
2015-09-21,11362.63
2015-09-18,11289.8
2015-09-16,11201.62
2015-09-15,11292.32
2015-09-14,11318.82
2015-09-11,11242.96
2015-09-10,11172.69
2015-09-09,11217.76
2015-09-08,11042.26
2015-09-07,10996.75
2015-09-04,11210.59
2015-09-03,11436.62
2015-09-02,11314.66
2015-09-01,11273.75
2015-08-31,11422.32
2015-08-28,11489.55
2015-08-27,11480.48
2015-08-26,11241.53
2015-08-25,11210.72
2015-08-24,11022.32
2015-08-21,12031.63
2015-08-20,12107.27
2015-08-19,12306.3
2015-08-18,12258.65
2015-08-17,12109.06
2015-08-14,12068.24
2015-08-13,11890.51
2015-08-12,11936.53
2015-08-11,12166.45
2015-08-10,12287.65
2015-08-07,12265.07
2015-08-06,12278.95
2015-08-05,12307.52
2015-08-04,12220.58
2015-08-03,12057.32
2015-07-31,11963.09
2015-07-30,11853.63
2015-07-29,11751.61
2015-07-28,11624.05
2015-07-27,11633.71
2015-07-24,11728.28
2015-07-23,11786.71
2015-07-22,11767.31
2015-07-21,11709.35
2015-07-20,11876.8
2015-07-17,11821.11
2015-07-16,11784.91
2015-07-15,11669.52
2015-07-14,11592.81
2015-07-13,11564.19
2015-07-10,11442.1
2015-07-09,11445.76
2015-07-08,11544.14
2015-07-07,11741.35
2015-07-06,11671.41
2015-07-03,11582.75
2015-07-02,11571.46
2015-07-01,11514.58
2015-06-30,11369.21
2015-06-29,11257.67
2015-06-26,11436.04
2015-06-25,11394.16
2015-06-24,11361.93
2015-06-23,11444.1
2015-06-22,11394.78
2015-06-19,11220.93
2015-06-18,11182.58
2015-06-17,11047.16
2015-06-16,10864.86
2015-06-15,10838.02
2015-06-12,10815.33
2015-06-11,10878.09
2015-06-10,11083.0
2015-06-09,10953.87
2015-06-08,11019.83
2015-06-05,11179.99
2015-06-04,11178.22
2015-06-03,11147.16
2015-06-02,11261.54
2015-06-01,11547.03
2015-05-29,11543.8
2015-05-28,11339.61
2015-05-27,11386.36
2015-05-26,11400.8
2015-05-25,11417.9
2015-05-22,11421.75
2015-05-21,11348.86
2015-05-20,11334.26
2015-05-19,11319.66
2015-05-18,11299.05
2015-05-15,11169.82
2015-05-14,11052.13
2015-05-13,10924.58
2015-05-12,10793.18
2015-05-11,10973.4
2015-05-08,10837.4
2015-05-07,10673.32
2015-05-06,10849.95
2015-05-05,11166.5
2015-05-04,11140.05
2015-04-30,10930.66
2015-04-29,10955.09
2015-04-28,10814.31
2015-04-27,10665.17
2015-04-24,10992.2
2015-04-23,11255.66
2015-04-22,11272.06
2015-04-21,11306.91
2015-04-20,11374.07
2015-04-17,11614.06
2015-04-16,11833.14
2015-04-15,11894.24
2015-04-13,11996.31
2015-04-10,11996.23
2015-04-09,11961.62
2015-04-08,11991.01
2015-04-07,11879.2
2015-04-06,11799.42
2015-04-01,11657.5
2015-03-31,11469.28
2015-03-30,11437.07
2015-03-27,11276.84
2015-03-26,11283.53
2015-03-25,11363.77
2015-03-24,11389.44
