Date,NIFTY_NON_CYCLICAL_CONSUMER
2024-07-26,20394.36
2024-07-25,20086.24
2024-07-24,20142.47
2024-07-23,20105.19
2024-07-22,19868.37
2024-07-19,19800.88
2024-07-18,20002.13
2024-07-16,19991.33
2024-07-15,19921.1
2024-07-12,19822.83
2024-07-11,19747.12
2024-07-10,19674.42
2024-07-09,19613.07
2024-07-08,19476.41
2024-07-05,19399.87
2024-07-04,19279.4
2024-07-03,19291.93
2024-07-02,19215.51
2024-07-01,19322.79
2024-06-28,19188.92
2024-06-27,19190.85
2024-06-26,19138.04
2024-06-25,19077.89
2024-06-24,19129.5
2024-06-21,18961.03
2024-06-20,19040.15
2024-06-19,19036.93
2024-06-18,19228.07
2024-06-14,19101.44
2024-06-13,18943.81
2024-06-12,18936.64
2024-06-11,18978.41
2024-06-10,19025.7
2024-06-07,18973.98
2024-06-06,18705.51
2024-06-05,18708.25
2024-06-04,17862.32
2024-06-03,18068.35
2024-05-31,17890.1
2024-05-30,17988.4
2024-05-29,18163.52
2024-05-28,18251.03
2024-05-27,18312.9
2024-05-24,18348.3
2024-05-23,18460.02
2024-05-22,18348.41
2024-05-21,18196.42
2024-05-18,18204.79
2024-05-17,18158.31
2024-05-16,18038.49
2024-05-15,17844.72
2024-05-14,17869.74
2024-05-13,17905.87
2024-05-10,17909.44
2024-05-09,17695.8
2024-05-08,18021.93
2024-05-07,17940.36
2024-05-06,17827.99
2024-05-03,17876.99
2024-05-02,18010.07
2024-04-30,17886.14
2024-04-29,17869.18
2024-04-26,17793.22
2024-04-25,17765.94
2024-04-24,17756.54
2024-04-23,17747.86
2024-04-22,17596.58
2024-04-19,17392.04
2024-04-18,17291.57
2024-04-16,17353.54
2024-04-15,17360.82
2024-04-12,17560.71
2024-04-10,17730.37
2024-04-09,17514.58
2024-04-08,17600.77
2024-04-05,17489.46
2024-04-04,17492.43
2024-04-03,17425.27
2024-04-02,17470.64
2024-04-01,17399.26
2024-03-28,17383.57
2024-03-27,17233.92
2024-03-26,17194.97
2024-03-22,17154.2
2024-03-21,17020.42
2024-03-20,16861.13
2024-03-19,16791.39
2024-03-18,17034.65
2024-03-15,17084.6
2024-03-14,17035.03
2024-03-13,16763.55
2024-03-12,17083.93
2024-03-11,17144.42
2024-03-07,17209.93
2024-03-06,17074.07
2024-03-05,17012.04
2024-03-04,17092.89
2024-03-02,17128.77
2024-03-01,17058.96
2024-02-29,16954.61
2024-02-28,16853.18
2024-02-27,17024.18
2024-02-26,16964.5
2024-02-23,17082.88
2024-02-22,17071.46
2024-02-21,16942.48
2024-02-20,17015.09
2024-02-19,16966.21
2024-02-16,16821.78
2024-02-15,16732.93
2024-02-14,16750.5
2024-02-13,16661.44
2024-02-12,16611.89
2024-02-09,16706.17
2024-02-08,16668.68
2024-02-07,16711.36
2024-02-06,16531.04
2024-02-05,16482.2
2024-02-02,16681.31
2024-02-01,16643.05
2024-01-31,16680.32
2024-01-30,16526.33
2024-01-29,16706.88
2024-01-25,16606.34
2024-01-24,16786.2
2024-01-23,16533.93
2024-01-20,16837.75
2024-01-19,16983.74
2024-01-18,16744.28
2024-01-17,16867.97
2024-01-16,17033.54
2024-01-15,17051.78
2024-01-12,16998.02
2024-01-11,16907.55
2024-01-10,16891.84
2024-01-09,16860.92
2024-01-08,16836.32
2024-01-05,17044.41
2024-01-04,17057.14
2024-01-03,16907.15
2024-01-02,16903.1
2024-01-01,16882.94
2023-12-29,16889.66
2023-12-28,16796.27
2023-12-27,16668.51
2023-12-26,16544.43
2023-12-22,16448.88
2023-12-21,16318.38
2023-12-20,16197.27
2023-12-19,16428.02
2023-12-18,16299.82
2023-12-15,16239.02
2023-12-14,16258.54
2023-12-13,16168.21
2023-12-12,16068.63
2023-12-11,16135.15
2023-12-08,16053.15
2023-12-07,16128.75
2023-12-06,16160.73
2023-12-05,16049.39
2023-12-04,16010.84
2023-12-01,15917.98
2023-11-30,15769.9
2023-11-29,15610.27
2023-11-28,15547.29
2023-11-24,15497.12
2023-11-23,15547.33
2023-11-22,15540.69
2023-11-21,15509.64
2023-11-20,15477.62
2023-11-17,15485.85
2023-11-16,15360.73
2023-11-15,15315.33
2023-11-13,15207.85
2023-11-12,15260.09
2023-11-10,15196.35
2023-11-09,15203.98
2023-11-08,15292.78
2023-11-07,15164.89
2023-11-06,15119.36
2023-11-03,15007.26
2023-11-02,14853.8
2023-11-01,14685.41
2023-10-31,14739.92
2023-10-30,14708.06
2023-10-27,14700.52
2023-10-26,14565.9
2023-10-25,14760.97
2023-10-23,14835.81
2023-10-20,15033.9
2023-10-19,15165.46
2023-10-18,15172.51
2023-10-17,15261.24
2023-10-16,15207.83
2023-10-13,15250.92
2023-10-12,15213.72
2023-10-11,15203.95
2023-10-10,15085.12
2023-10-09,14992.06
2023-10-06,15077.36
2023-10-05,15020.15
2023-10-04,14934.36
2023-10-03,14957.47
2023-09-29,14948.26
2023-09-28,14888.22
2023-09-27,15119.01
2023-09-26,15072.6
2023-09-25,15034.0
2023-09-22,14979.42
2023-09-21,15015.07
2023-09-20,15043.83
2023-09-18,15147.84
2023-09-15,15130.47
2023-09-14,15117.14
2023-09-13,15118.57
2023-09-12,15028.71
2023-09-11,15158.42
2023-09-08,15051.56
2023-09-07,15009.69
2023-09-06,15020.37
2023-09-05,14878.72
2023-09-04,14787.2
2023-09-01,14802.01
2023-08-31,14739.08
2023-08-30,14817.17
2023-08-29,14689.09
2023-08-28,14663.76
2023-08-25,14679.5
2023-08-24,14785.57
2023-08-23,14730.13
2023-08-22,14743.7
2023-08-21,14638.82
2023-08-18,14541.55
2023-08-17,14566.63
2023-08-16,14587.14
2023-08-14,14599.18
2023-08-11,14602.04
2023-08-10,14685.78
2023-08-09,14754.85
2023-08-08,14694.98
2023-08-07,14743.41
2023-08-04,14726.43
2023-08-03,14591.14
2023-08-02,14677.89
2023-08-01,14743.56
2023-07-31,14774.11
2023-07-28,14811.89
2023-07-27,14695.02
2023-07-26,14733.1
2023-07-25,14683.2
2023-07-24,14758.66
2023-07-21,14842.15
2023-07-20,14943.23
2023-07-19,14850.35
2023-07-18,14805.92
2023-07-17,14848.31
2023-07-14,14861.03
2023-07-13,14753.08
2023-07-12,14800.97
2023-07-11,14790.05
2023-07-10,14590.42
2023-07-07,14669.52
2023-07-06,14813.02
2023-07-05,14762.53
2023-07-04,14627.59
2023-07-03,14682.06
2023-06-30,14644.15
2023-06-28,14582.23
2023-06-27,14471.35
2023-06-26,14432.9
2023-06-23,14323.56
2023-06-22,14378.66
2023-06-21,14524.85
2023-06-20,14540.44
2023-06-19,14528.28
2023-06-16,14592.26
2023-06-15,14455.59
2023-06-14,14373.81
2023-06-13,14329.38
2023-06-12,14132.82
2023-06-09,14090.38
2023-06-08,14136.45
2023-06-07,14251.1
2023-06-06,14081.77
2023-06-05,14096.81
2023-06-02,14137.84
2023-06-01,14034.28
2023-05-31,14017.2
2023-05-30,13883.78
2023-05-29,13865.26
2023-05-26,13785.45
2023-05-25,13649.94
2023-05-24,13534.99
2023-05-23,13490.64
2023-05-22,13479.42
2023-05-19,13442.53
2023-05-18,13427.97
2023-05-17,13518.4
2023-05-16,13561.2
2023-05-15,13583.13
2023-05-12,13508.28
2023-05-11,13508.98
2023-05-10,13425.54
2023-05-09,13366.88
2023-05-08,13379.33
2023-05-05,13285.14
2023-05-04,13230.12
2023-05-03,13159.96
2023-05-02,13106.35
2023-04-28,13084.52
2023-04-27,12980.11
2023-04-26,12949.49
2023-04-25,12886.99
2023-04-24,12871.7
2023-04-21,12803.47
2023-04-20,12750.49
2023-04-19,12722.73
2023-04-18,12770.39
2023-04-17,12782.99
2023-04-13,12708.33
2023-04-12,12686.03
2023-04-11,12670.46
2023-04-10,12640.0
2023-04-06,12667.46
2023-04-05,12746.62
2023-04-03,12602.3
2023-03-31,12560.21
2023-03-29,12436.61
2023-03-28,12361.76
2023-03-27,12429.37
2023-03-24,12425.46
2023-03-23,12501.26
2023-03-22,12489.31
2023-03-21,12463.29
2023-03-20,12464.67
2023-03-17,12441.77
2023-03-16,12424.78
2023-03-15,12277.28
2023-03-14,12292.86
2023-03-13,12324.51
2023-03-10,12461.89
2023-03-09,12463.24
2023-03-08,12551.99
2023-03-06,12535.89
2023-03-03,12487.88
2023-03-02,12354.47
2023-03-01,12421.25
2023-02-28,12370.04
2023-02-27,12343.32
2023-02-24,12422.21
2023-02-23,12434.18
2023-02-22,12509.83
2023-02-21,12601.28
2023-02-20,12605.98
2023-02-17,12650.86
2023-02-16,12709.14
2023-02-15,12693.24
2023-02-14,12632.83
2023-02-13,12580.99
2023-02-10,12643.4
2023-02-09,12644.58
2023-02-08,12609.69
2023-02-07,12583.43
2023-02-06,12677.07
2023-02-03,12652.46
2023-02-02,12562.89
2023-02-01,12480.84
2023-01-31,12418.31
2023-01-30,12374.27
2023-01-27,12356.21
2023-01-25,12440.71
2023-01-24,12521.88
2023-01-23,12493.46
2023-01-20,12420.72
2023-01-19,12576.89
2023-01-18,12713.16
2023-01-17,12660.14
2023-01-16,12565.54
2023-01-13,12622.75
2023-01-12,12633.26
2023-01-11,12664.96
2023-01-10,12783.37
2023-01-09,12874.14
2023-01-06,12804.09
2023-01-05,12864.23
2023-01-04,12811.5
2023-01-03,12924.78
2023-01-02,12907.57
2022-12-30,12924.3
2022-12-29,12993.69
2022-12-28,12992.51
2022-12-27,12977.09
2022-12-26,12930.71
2022-12-23,12807.04
2022-12-22,13030.39
2022-12-21,13079.64
2022-12-20,13239.36
2022-12-19,13295.88
2022-12-16,13111.06
2022-12-15,13265.66
2022-12-14,13400.95
2022-12-13,13427.22
2022-12-12,13412.01
2022-12-09,13435.5
2022-12-08,13384.26
2022-12-07,13398.54
2022-12-06,13358.37
2022-12-05,13360.45
2022-12-02,13364.12
2022-12-01,13429.01
2022-11-30,13437.43
2022-11-29,13295.54
2022-11-28,13181.73
2022-11-25,13162.42
2022-11-24,13170.34
2022-11-23,13093.44
2022-11-22,13091.81
2022-11-21,13031.56
2022-11-18,13020.64
2022-11-17,13066.22
2022-11-16,13134.91
2022-11-15,13166.68
2022-11-14,13143.71
2022-11-11,13208.13
2022-11-10,13200.29
2022-11-09,13290.6
2022-11-07,13362.43
2022-11-04,13338.52
2022-11-03,13356.63
2022-11-02,13338.53
2022-11-01,13431.52
2022-10-31,13340.55
2022-10-28,13163.53
2022-10-27,13163.18
2022-10-25,13098.6
2022-10-24,13196.14
2022-10-21,13150.47
2022-10-20,13187.55
2022-10-19,13153.24
2022-10-18,13141.95
2022-10-17,12975.18
2022-10-14,12966.62
2022-10-13,12972.1
2022-10-12,13059.18
2022-10-11,13010.47
2022-10-10,13225.48
2022-10-07,13365.15
2022-10-06,13334.47
2022-10-04,13386.46
2022-10-03,13176.02
2022-09-30,13365.85
2022-09-29,13220.5
2022-09-28,13261.81
2022-09-27,13248.9
2022-09-26,13180.35
2022-09-23,13373.62
2022-09-22,13551.81
2022-09-21,13382.4
2022-09-20,13365.96
2022-09-19,13194.12
2022-09-16,13141.24
2022-09-15,13436.92
2022-09-14,13484.29
2022-09-13,13520.1
2022-09-12,13412.42
2022-09-09,13331.29
2022-09-08,13344.22
2022-09-07,13303.32
2022-09-06,13286.88
2022-09-05,13305.63
2022-09-02,13294.18
2022-09-01,13312.7
2022-08-30,13319.29
2022-08-29,13050.97
2022-08-26,13079.74
2022-08-25,13074.0
2022-08-24,13067.92
2022-08-23,13045.13
2022-08-22,12964.44
2022-08-19,13145.69
2022-08-18,13299.09
2022-08-17,13217.49
2022-08-16,13072.04
2022-08-12,12940.69
2022-08-11,12923.14
2022-08-10,12915.97
2022-08-08,12952.76
2022-08-05,12933.35
2022-08-04,12911.05
2022-08-03,12861.4
2022-08-02,12873.15
2022-08-01,12796.9
2022-07-29,12716.83
2022-07-28,12548.62
2022-07-27,12410.63
2022-07-26,12313.96
2022-07-25,12469.34
2022-07-22,12490.82
2022-07-21,12476.4
2022-07-20,12316.43
2022-07-19,12258.15
2022-07-18,12235.52
2022-07-15,12156.95
2022-07-14,11994.23
2022-07-13,11998.13
2022-07-12,11939.45
2022-07-11,12064.27
2022-07-08,12059.83
2022-07-07,11992.28
2022-07-06,11926.89
2022-07-05,11611.45
2022-07-04,11602.82
2022-07-01,11391.47
2022-06-30,11200.72
2022-06-29,11251.49
2022-06-28,11373.37
2022-06-27,11441.49
2022-06-24,11354.25
2022-06-23,11207.68
2022-06-22,11062.02
2022-06-21,11191.62
2022-06-20,10998.83
2022-06-17,10864.25
2022-06-16,11074.46
2022-06-15,11222.07
2022-06-14,11211.95
2022-06-13,11228.02
2022-06-10,11386.18
2022-06-09,11406.33
2022-06-08,11318.97
2022-06-07,11423.88
2022-06-06,11629.72
2022-06-03,11720.96
2022-06-02,11836.3
2022-06-01,11815.21
2022-05-31,11917.07
2022-05-30,11846.98
2022-05-27,11572.02
2022-05-26,11467.41
2022-05-25,11389.49
2022-05-24,11563.59
2022-05-23,11677.05
2022-05-20,11644.34
2022-05-19,11420.21
2022-05-18,11645.36
2022-05-17,11578.04
2022-05-16,11344.05
2022-05-13,11318.92
2022-05-12,11200.95
2022-05-11,11400.39
2022-05-10,11460.19
2022-05-09,11486.75
2022-05-06,11670.51
2022-05-05,11868.05
2022-05-04,11938.74
2022-05-02,12266.19
2022-04-29,12331.0
2022-04-28,12443.25
2022-04-27,12245.83
2022-04-26,12360.86
2022-04-25,12138.05
2022-04-22,12351.69
2022-04-21,12398.93
2022-04-20,12273.45
2022-04-19,12112.61
2022-04-18,12346.16
2022-04-13,12375.66
2022-04-12,12380.46
2022-04-11,12531.76
2022-04-08,12556.17
2022-04-07,12399.96
2022-04-06,12463.49
2022-04-05,12476.27
2022-04-04,12349.22
2022-04-01,12216.7
2022-03-31,12088.01
2022-03-30,12005.66
2022-03-29,11939.01
2022-03-28,11868.67
2022-03-25,11840.06
2022-03-24,11925.36
2022-03-23,11943.82
2022-03-22,11997.64
2022-03-21,12035.89
2022-03-17,12223.28
2022-03-16,11997.3
2022-03-15,11807.5
2022-03-14,11779.84
2022-03-11,11726.25
2022-03-10,11695.12
2022-03-09,11451.42
2022-03-08,11221.53
2022-03-07,11114.19
2022-03-04,11320.85
2022-03-03,11608.31
2022-03-02,11765.76
2022-02-28,11881.7
2022-02-25,11759.47
2022-02-24,11488.85
2022-02-23,11957.18
2022-02-22,11899.49
2022-02-21,11981.17
2022-02-18,12053.51
2022-02-17,12107.79
2022-02-16,12087.89
2022-02-15,12076.47
2022-02-14,11725.36
2022-02-11,12033.0
2022-02-10,12208.5
2022-02-09,12163.53
2022-02-08,12061.59
2022-02-07,12056.39
2022-02-04,12256.79
2022-02-03,12269.3
2022-02-02,12328.19
2022-02-01,12218.36
2022-01-31,12040.66
2022-01-28,11866.47
2022-01-27,11804.46
2022-01-25,11987.77
2022-01-24,11860.7
2022-01-21,12256.34
2022-01-20,12422.69
2022-01-19,12479.78
2022-01-18,12611.83
2022-01-17,12776.95
2022-01-14,12730.09
2022-01-13,12808.85
2022-01-12,12821.6
2022-01-11,12766.72
2022-01-10,12804.64
2022-01-07,12783.98
2022-01-06,12718.57
2022-01-05,12730.72
2022-01-04,12692.16
2022-01-03,12623.89
2021-12-31,12572.88
2021-12-30,12397.41
2021-12-29,12381.65
2021-12-28,12412.27
2021-12-27,12282.68
2021-12-24,12281.72
2021-12-23,12320.04
2021-12-22,12239.21
2021-12-21,12125.22
2021-12-20,11984.14
2021-12-17,12168.35
2021-12-16,12429.41
2021-12-15,12452.58
2021-12-14,12511.72
2021-12-13,12562.88
2021-12-10,12659.76
2021-12-09,12631.13
2021-12-08,12537.45
2021-12-07,12338.97
2021-12-06,12210.49
2021-12-03,12453.13
2021-12-02,12556.79
2021-12-01,12431.05
2021-11-30,12433.17
2021-11-29,12401.63
2021-11-26,12451.11
2021-11-25,12746.93
2021-11-24,12698.14
2021-11-23,12767.94
2021-11-22,12709.56
2021-11-18,12882.56
2021-11-17,12971.25
2021-11-16,12992.65
2021-11-15,13034.08
2021-11-12,12953.4
2021-11-11,12787.36
2021-11-10,12850.55
2021-11-09,12824.16
2021-11-08,12813.84
2021-11-04,12699.69
2021-11-03,12619.09
2021-11-02,12652.96
2021-11-01,12646.54
2021-10-29,12453.22
2021-10-28,12445.35
2021-10-27,12638.45
2021-10-26,12529.49
2021-10-25,12317.12
2021-10-22,12511.61
2021-10-21,12655.28
2021-10-20,12869.57
2021-10-19,13004.08
2021-10-18,13289.23
2021-10-14,13356.16
2021-10-13,13272.41
2021-10-12,13102.33
2021-10-11,12964.96
2021-10-08,12867.72
2021-10-07,12867.98
2021-10-06,12662.76
2021-10-05,12768.41
2021-10-04,12699.47
2021-10-01,12636.25
2021-09-30,12680.54
2021-09-29,12718.74
2021-09-28,12780.26
2021-09-27,12880.51
2021-09-24,12972.62
2021-09-23,12987.7
2021-09-22,12949.44
2021-09-21,12889.59
2021-09-20,12806.04
2021-09-17,12812.39
2021-09-16,12788.07
2021-09-15,12744.52
2021-09-14,12651.5
2021-09-13,12574.88
2021-09-09,12547.97
2021-09-08,12446.18
2021-09-07,12445.97
2021-09-06,12365.94
2021-09-03,12381.79
2021-09-02,12355.09
2021-09-01,12228.89
2021-08-31,12107.78
2021-08-30,11883.59
2021-08-27,11675.24
2021-08-26,11618.07
2021-08-25,11620.71
2021-08-24,11626.22
2021-08-23,11671.16
2021-08-20,11694.93
2021-08-18,11575.56
2021-08-17,11522.0
2021-08-16,11417.35
2021-08-13,11430.92
2021-08-12,11334.27
2021-08-11,11304.3
2021-08-10,11339.71
2021-08-09,11321.81
2021-08-06,11337.78
2021-08-05,11345.78
2021-08-04,11288.03
2021-08-03,11394.57
2021-08-02,11206.25
2021-07-30,11131.58
2021-07-29,11130.09
2021-07-28,11173.89
2021-07-27,11146.78
2021-07-26,11181.55
2021-07-23,11185.05
2021-07-22,11143.51
2021-07-20,11022.65
2021-07-19,10991.7
2021-07-16,11030.19
2021-07-15,10976.62
2021-07-14,10983.13
2021-07-13,10994.73
2021-07-12,10999.36
2021-07-09,11002.44
2021-07-08,10987.51
2021-07-07,11044.97
2021-07-06,10981.43
2021-07-05,10997.46
2021-07-02,10941.48
2021-07-01,10921.76
2021-06-30,10887.93
2021-06-29,10898.08
2021-06-28,10905.41
2021-06-25,10904.43
2021-06-24,10949.31
2021-06-23,10930.18
2021-06-22,10952.43
2021-06-21,10978.43
2021-06-18,10956.63
2021-06-17,10945.47
2021-06-16,10943.6
2021-06-15,10967.99
2021-06-14,10852.73
2021-06-11,10828.09
2021-06-10,10854.1
2021-06-09,10751.67
2021-06-08,10779.26
2021-06-07,10711.4
2021-06-04,10656.44
2021-06-03,10691.65
2021-06-02,10536.68
2021-06-01,10555.45
2021-05-31,10584.24
2021-05-28,10476.7
2021-05-27,10469.83
2021-05-26,10466.81
2021-05-25,10439.43
2021-05-24,10312.76
2021-05-21,10337.25
2021-05-20,10273.34
2021-05-19,10345.87
2021-05-18,10349.93
2021-05-17,10273.23
2021-05-14,10256.28
2021-05-12,10068.96
2021-05-11,10069.33
2021-05-10,10067.52
2021-05-07,10052.29
2021-05-06,10038.45
2021-05-05,10010.4
2021-05-04,9957.45
2021-05-03,10027.52
2021-04-30,9932.59
2021-04-29,10046.58
2021-04-28,10089.45
2021-04-27,10015.85
2021-04-26,9943.37
2021-04-23,9862.69
2021-04-22,9931.26
2021-04-20,10021.42
2021-04-19,10042.6
2021-04-16,10210.16
2021-04-15,10126.6
2021-04-13,10092.99
2021-04-12,10028.04
2021-04-09,10335.91
2021-04-08,10301.15
2021-04-07,10202.41
2021-04-06,10114.16
2021-04-05,10020.74
2021-04-01,10170.99
2021-03-31,10146.12
2021-03-30,10110.25
2021-03-26,9946.13
2021-03-25,9724.49
2021-03-24,9945.36
2021-03-23,10068.21
2021-03-22,10040.5
2021-03-19,9953.34
2021-03-18,9843.4
2021-03-17,9869.15
2021-03-16,9986.88
2021-03-15,9906.58
2021-03-12,9948.63
2021-03-10,10042.0
2021-03-09,9970.56
2021-03-08,9972.51
2021-03-05,10026.82
2021-03-04,10098.86
2021-03-03,10097.07
2021-03-02,10005.45
2021-03-01,9831.92
2021-02-26,9739.98
2021-02-25,9983.91
2021-02-24,9962.53
2021-02-23,9912.43
2021-02-22,9874.47
2021-02-19,9996.82
2021-02-18,10077.29
2021-02-17,10108.08
2021-02-16,10162.94
2021-02-15,10189.9
2021-02-12,10160.79
2021-02-11,10291.68
2021-02-10,10254.99
2021-02-09,10256.8
2021-02-08,10237.13
2021-02-05,10167.02
2021-02-04,10253.22
2021-02-03,10148.48
2021-02-02,10122.42
2021-02-01,10004.74
2021-01-29,9763.75
2021-01-28,9998.69
2021-01-27,10051.59
2021-01-25,10136.51
2021-01-22,10214.34
2021-01-21,10302.21
2021-01-20,10296.11
2021-01-19,10262.24
2021-01-18,10152.08
2021-01-15,10213.74
2021-01-14,10295.87
2021-01-13,10277.38
2021-01-12,10277.7
2021-01-11,10329.93
2021-01-08,10255.42
2021-01-07,10148.65
2021-01-06,10148.9
2021-01-05,10167.05
2021-01-04,10112.31
2021-01-01,10070.68
2020-12-31,10021.11
2020-12-30,9997.25
2020-12-29,9952.42
2020-12-28,9959.14
2020-12-24,9878.44
2020-12-23,9836.09
2020-12-22,9693.0
2020-12-21,9596.69
2020-12-18,9874.95
2020-12-17,9835.37
2020-12-16,9865.57
2020-12-15,9745.26
2020-12-14,9777.9
2020-12-11,9738.86
2020-12-10,9692.87
2020-12-09,9557.22
2020-12-08,9493.49
2020-12-07,9508.82
2020-12-04,9399.4
2020-12-03,9271.28
2020-12-02,9191.31
2020-12-01,9098.48
2020-11-27,9031.16
2020-11-26,8987.76
2020-11-25,8934.51
2020-11-24,9082.43
2020-11-23,9053.75
2020-11-20,9037.98
2020-11-19,8908.77
2020-11-18,8932.44
2020-11-17,8983.43
2020-11-14,8951.78
2020-11-13,8918.67
2020-11-12,8918.46
2020-11-11,8863.0
2020-11-10,8812.93
2020-11-09,8826.68
2020-11-06,8689.77
2020-11-05,8701.03
2020-11-04,8541.44
2020-11-03,8483.18
2020-11-02,8467.63
2020-10-30,8440.39
2020-10-29,8507.17
2020-10-28,8519.3
2020-10-27,8530.89
2020-10-26,8365.16
2020-10-23,8419.27
2020-10-22,8362.45
2020-10-21,8342.17
2020-10-20,8380.38
2020-10-19,8340.91
2020-10-16,8265.81
2020-10-15,8246.8
2020-10-14,8343.99
2020-10-13,8343.54
2020-10-12,8390.95
2020-10-09,8409.96
2020-10-08,8460.19
2020-10-07,8466.16
2020-10-06,8445.68
2020-10-05,8412.6
2020-10-01,8436.93
2020-09-30,8365.64
2020-09-29,8287.59
2020-09-28,8341.73
2020-09-25,8222.11
2020-09-24,8047.34
2020-09-23,8159.74
2020-09-22,8188.77
2020-09-21,8283.91
2020-09-18,8561.48
2020-09-17,8574.93
2020-09-16,8607.9
2020-09-15,8585.54
2020-09-14,8569.78
2020-09-11,8592.34
2020-09-10,8565.7
2020-09-09,8499.38
2020-09-08,8490.06
2020-09-07,8575.9
2020-09-04,8556.31
2020-09-03,8693.6
2020-09-02,8596.81
2020-09-01,8552.66
2020-08-31,8396.48
2020-08-28,8607.86
2020-08-27,8622.44
2020-08-26,8627.21
2020-08-25,8647.51
2020-08-24,8627.28
2020-08-21,8594.21
2020-08-20,8536.52
2020-08-19,8569.11
2020-08-18,8536.48
2020-08-17,8428.37
2020-08-14,8355.84
2020-08-13,8432.51
2020-08-12,8388.37
2020-08-11,8406.88
2020-08-10,8412.44
2020-08-07,8405.59
2020-08-06,8320.54
2020-08-05,8247.96
2020-08-04,8218.29
2020-08-03,8155.26
2020-07-31,8172.52
2020-07-30,8146.98
2020-07-29,8180.8
2020-07-28,8193.1
2020-07-27,8184.9
2020-07-24,8216.94
2020-07-23,8279.2
2020-07-22,8239.14
2020-07-21,8250.27
2020-07-20,8322.83
2020-07-17,8258.45
2020-07-16,8179.43
2020-07-15,8172.56
2020-07-14,8212.71
2020-07-13,8279.65
2020-07-10,8221.25
2020-07-09,8227.1
2020-07-08,8215.15
2020-07-07,8259.76
2020-07-06,8245.32
2020-07-03,8196.66
2020-07-02,8121.01
2020-07-01,8083.17
2020-06-30,8079.99
2020-06-29,8071.18
2020-06-26,8063.45
2020-06-25,8104.33
2020-06-24,8070.56
2020-06-23,8069.26
2020-06-22,7949.58
2020-06-19,7866.27
2020-06-18,7799.78
2020-06-17,7755.02
2020-06-16,7751.12
2020-06-15,7755.41
2020-06-12,7871.33
2020-06-11,7818.71
2020-06-10,7979.05
2020-06-09,7995.5
2020-06-08,8071.75
2020-06-05,8088.96
2020-06-04,8002.48
2020-06-03,7977.03
2020-06-02,7945.0
2020-06-01,7885.02
2020-05-29,7735.21
2020-05-28,7612.38
2020-05-27,7498.79
2020-05-26,7496.24
2020-05-22,7501.42
2020-05-21,7516.74
2020-05-20,7385.01
2020-05-19,7279.44
2020-05-18,7139.9
2020-05-15,7302.24
2020-05-14,7291.97
2020-05-13,7308.5
2020-05-12,7238.21
2020-05-11,7183.39
2020-05-08,7140.33
2020-05-07,7076.18
2020-05-06,7211.05
2020-05-05,7237.7
2020-05-04,7381.46
2020-04-30,7663.86
2020-04-29,7582.64
2020-04-28,7579.99
2020-04-27,7622.66
2020-04-24,7526.58
2020-04-23,7580.27
2020-04-22,7618.63
2020-04-21,7445.52
2020-04-20,7489.32
2020-04-17,7591.61
2020-04-16,7587.73
2020-04-15,7608.06
2020-04-13,7473.94
2020-04-09,7554.46
2020-04-08,7355.56
2020-04-07,7331.41
2020-04-03,6832.83
2020-04-01,6893.17
2020-03-31,7107.35
2020-03-30,6817.55
2020-03-27,6886.66
2020-03-26,6913.51
2020-03-25,6586.2
2020-03-24,6356.71
2020-03-23,6239.74
2020-03-20,7023.83
2020-03-19,6641.46
2020-03-18,6774.77
2020-03-17,7050.1
2020-03-16,7085.26
2020-03-13,7513.38
2020-03-12,7440.17
2020-03-11,7966.06
2020-03-09,7986.33
2020-03-06,8238.78
2020-03-05,8374.36
2020-03-04,8293.62
2020-03-03,8329.84
2020-03-02,8242.43
2020-02-28,8334.46
2020-02-27,8505.12
2020-02-26,8509.93
2020-02-25,8550.57
2020-02-24,8571.22
2020-02-20,8720.58
2020-02-19,8763.7
2020-02-18,8645.67
2020-02-17,8694.43
2020-02-14,8712.99
2020-02-13,8753.1
2020-02-12,8727.95
2020-02-11,8613.63
2020-02-10,8650.97
2020-02-07,8684.04
2020-02-06,8644.44
2020-02-05,8666.3
2020-02-04,8608.17
2020-02-03,8500.42
2020-02-01,8334.52
2020-01-31,8472.92
2020-01-30,8476.65
2020-01-29,8557.98
2020-01-28,8510.8
2020-01-27,8586.19
2020-01-24,8662.55
2020-01-23,8587.81
2020-01-22,8540.09
2020-01-21,8548.66
2020-01-20,8598.18
2020-01-17,8588.71
2020-01-16,8530.18
2020-01-15,8494.38
2020-01-14,8441.34
2020-01-13,8348.54
2020-01-10,8256.59
2020-01-09,8225.65
2020-01-08,8120.42
2020-01-07,8095.07
2020-01-06,8062.95
2020-01-03,8169.62
2020-01-02,8224.19
2020-01-01,8216.65
2019-12-31,8218.32
2019-12-30,8276.57
2019-12-27,8252.33
2019-12-26,8211.1
2019-12-24,8253.52
2019-12-23,8257.98
2019-12-20,8241.48
2019-12-19,8221.82
2019-12-18,8170.82
2019-12-17,8146.8
2019-12-16,8074.74
2019-12-13,8157.84
2019-12-12,8163.96
2019-12-11,8126.67
2019-12-10,8112.57
2019-12-09,8169.72
2019-12-06,8193.29
2019-12-05,8254.53
2019-12-04,8286.19
2019-12-03,8259.14
2019-12-02,8311.2
2019-11-29,8268.42
2019-11-28,8308.47
2019-11-27,8282.07
2019-11-26,8234.13
2019-11-25,8330.95
2019-11-22,8191.33
2019-11-21,8247.1
