Date,NIFTY_NON_CYCLICAL_CONSUMER
2009-02-26,1272.77
2009-02-25,1261.23
2009-02-24,1255.7
2009-02-20,1262.87
2009-02-19,1282.58
2009-02-18,1280.6
2009-02-17,1287.17
2009-02-16,1320.04
2009-02-13,1351.37
2009-02-12,1321.26
2009-02-11,1331.04
2009-02-10,1328.89
2009-02-09,1315.89
2009-02-06,1294.12
2009-02-05,1272.55
2009-02-04,1278.21
2009-02-03,1273.31
2009-02-02,1273.6
2009-01-30,1309.36
2009-01-29,1280.47
2009-01-28,1299.35
2009-01-27,1278.76
2009-01-23,1253.63
2009-01-22,1271.54
2009-01-21,1293.5
2009-01-20,1316.61
2009-01-19,1344.21
2009-01-16,1330.04
2009-01-15,1316.19
2009-01-14,1349.0
2009-01-13,1315.35
2009-01-12,1338.2
2009-01-09,1352.84
2009-01-07,1398.8
2009-01-06,1485.93
2009-01-05,1496.11
2009-01-02,1481.34
2009-01-01,1473.09
2008-12-31,1443.61
2008-12-30,1449.61
2008-12-29,1413.03
2008-12-26,1392.75
2008-12-24,1402.06
2008-12-23,1420.54
2008-12-22,1448.0
2008-12-19,1459.97
2008-12-18,1429.11
2008-12-17,1398.64
2008-12-16,1448.04
2008-12-15,1436.16
2008-12-12,1418.22
2008-12-11,1413.7
2008-12-10,1398.92
2008-12-08,1347.08
2008-12-05,1320.59
2008-12-04,1344.61
2008-12-03,1286.42
2008-12-02,1278.58
2008-12-01,1269.9
2008-11-28,1295.31
2008-11-26,1289.58
2008-11-25,1277.15
2008-11-24,1284.89
2008-11-21,1268.65
2008-11-20,1235.09
2008-11-19,1279.79
2008-11-18,1297.75
2008-11-17,1344.88
2008-11-14,1351.01
2008-11-12,1348.32
2008-11-11,1381.72
2008-11-10,1434.87
2008-11-07,1386.42
2008-11-06,1361.74
2008-11-05,1400.55
2008-11-04,1448.55
2008-11-03,1405.08
2008-10-31,1333.1
2008-10-29,1240.76
2008-10-28,1258.97
2008-10-27,1197.31
2008-10-24,1223.82
2008-10-23,1349.99
2008-10-22,1392.53
2008-10-21,1445.14
2008-10-20,1409.57
2008-10-17,1391.67
2008-10-16,1454.25
2008-10-15,1456.48
2008-10-14,1536.44
2008-10-13,1501.96
2008-10-10,1410.53
2008-10-08,1537.15
2008-10-07,1606.66
2008-10-06,1626.07
2008-10-03,1709.96
2008-10-01,1743.24
2008-09-30,1728.51
2008-09-29,1702.82
2008-09-26,1757.01
2008-09-25,1775.77
2008-09-24,1801.6
2008-09-23,1793.61
2008-09-22,1818.59
2008-09-19,1816.91
2008-09-18,1747.93
2008-09-17,1767.71
2008-09-16,1801.73
2008-09-15,1800.44
2008-09-12,1859.91
2008-09-11,1874.13
2008-09-10,1902.18
2008-09-09,1908.78
2008-09-08,1907.36
2008-09-05,1874.89
2008-09-04,1889.4
2008-09-02,1907.95
2008-09-01,1866.96
2008-08-29,1881.73
2008-08-28,1835.44
2008-08-27,1861.21
2008-08-26,1869.69
2008-08-25,1875.42
2008-08-22,1863.93
2008-08-21,1844.79
2008-08-20,1882.5
2008-08-19,1861.87
2008-08-18,1893.69
2008-08-14,1911.64
2008-08-13,1950.51
2008-08-12,1946.84
2008-08-11,1959.03
2008-08-08,1936.38
2008-08-07,1938.53
2008-08-06,1938.36
2008-08-05,1915.39
2008-08-04,1889.86
2008-08-01,1882.24
2008-07-31,1891.98
2008-07-30,1904.12
2008-07-29,1870.64
2008-07-28,1910.65
2008-07-25,1897.55
2008-07-24,1902.7
2008-07-23,1928.57
2008-07-22,1832.94
2008-07-21,1782.19
2008-07-18,1762.08
2008-07-17,1710.76
2008-07-16,1680.08
2008-07-15,1683.25
2008-07-14,1754.8
2008-07-11,1766.48
2008-07-10,1796.56
2008-07-09,1793.38
2008-07-08,1719.31
2008-07-07,1742.5
2008-07-04,1717.01
2008-07-03,1665.6
2008-07-02,1746.82
2008-07-01,1709.49
2008-06-30,1788.88
2008-06-27,1843.9
2008-06-26,1908.75
2008-06-25,1914.67
2008-06-24,1877.05
2008-06-23,1920.17
2008-06-20,1969.56
2008-06-19,2034.43
2008-06-18,2050.46
2008-06-17,2066.04
2008-06-16,2049.35
2008-06-13,2037.05
2008-06-12,2048.48
2008-06-11,2023.31
2008-06-10,2018.34
2008-06-09,2042.09
2008-06-06,2086.11
2008-06-05,2113.2
2008-06-04,2081.78
2008-06-03,2125.7
2008-06-02,2142.87
2008-05-30,2185.23
2008-05-29,2157.48
2008-05-28,2168.66
2008-05-27,2129.65
2008-05-26,2141.23
2008-05-23,2180.0
2008-05-22,2198.05
2008-05-21,2237.17
2008-05-20,2228.58
2008-05-16,2234.23
2008-05-15,2210.2
2008-05-14,2183.93
2008-05-13,2164.77
2008-05-12,2164.64
2008-05-09,2161.95
2008-05-08,2186.38
2008-05-07,2195.32
2008-05-06,2203.5
2008-05-05,2235.58
2008-05-02,2239.51
2008-04-30,2223.53
2008-04-29,2216.71
2008-04-28,2226.48
2008-04-25,2207.64
2008-04-24,2151.79
2008-04-23,2148.77
2008-04-22,2168.13
2008-04-21,2162.25
2008-04-17,2123.26
2008-04-16,2112.74
2008-04-15,2106.53
2008-04-11,2066.67
2008-04-10,2068.29
2008-04-09,2089.9
2008-04-08,2088.62
2008-04-07,2103.29
2008-04-04,2052.07
2008-04-03,2089.12
2008-04-02,2098.61
2008-04-01,2097.43
2008-03-31,2084.18
2008-03-28,2128.66
2008-03-27,2091.59
2008-03-26,2074.42
2008-03-25,2070.03
2008-03-24,1986.89
2008-03-19,1977.23
2008-03-18,1972.72
2008-03-17,1948.23
2008-03-14,2040.59
2008-03-13,2017.03
2008-03-12,2099.94
2008-03-11,2116.99
2008-03-10,2076.91
2008-03-07,2063.16
2008-03-05,2101.54
2008-03-04,2085.71
2008-03-03,2130.7
2008-02-29,2183.37
2008-02-28,2181.41
2008-02-27,2182.81
2008-02-26,2185.44
2008-02-25,2173.85
2008-02-22,2170.15
2008-02-21,2184.54
2008-02-20,2177.83
2008-02-19,2225.76
2008-02-18,2205.96
2008-02-15,2190.13
2008-02-14,2159.34
2008-02-13,2076.23
2008-02-12,2073.32
2008-02-11,2093.72
2008-02-08,2187.29
2008-02-07,2189.95
2008-02-06,2263.85
2008-02-05,2314.27
2008-02-04,2318.7
2008-02-01,2258.04
2008-01-31,2234.87
2008-01-30,2232.02
2008-01-29,2275.04
2008-01-28,2250.44
2008-01-25,2282.39
2008-01-24,2164.4
2008-01-23,2218.63
2008-01-22,2093.93
2008-01-21,2255.27
2008-01-18,2456.26
2008-01-17,2538.02
2008-01-16,2524.37
2008-01-15,2574.63
2008-01-14,2628.82
2008-01-11,2646.31
2008-01-10,2668.39
2008-01-09,2761.49
2008-01-08,2762.25
2008-01-07,2764.61
2008-01-04,2734.3
2008-01-03,2696.78
2008-01-02,2714.23
2008-01-01,2711.29
2007-12-31,2692.79
2007-12-28,2634.79
2007-12-27,2607.24
2007-12-26,2613.66
2007-12-24,2570.13
2007-12-20,2503.21
2007-12-19,2529.93
2007-12-18,2499.36
2007-12-17,2509.76
2007-12-14,2592.71
2007-12-13,2556.23
2007-12-12,2562.6
2007-12-11,2521.21
2007-12-10,2468.56
2007-12-07,2463.1
2007-12-06,2453.39
2007-12-05,2458.48
2007-12-04,2437.12
2007-12-03,2410.04
2007-11-30,2362.04
2007-11-29,2289.66
2007-11-28,2289.1
2007-11-27,2285.67
2007-11-26,2289.88
2007-11-23,2256.68
2007-11-22,2232.85
2007-11-21,2249.94
2007-11-20,2341.29
2007-11-19,2369.4
2007-11-16,2334.34
2007-11-15,2294.11
2007-11-14,2263.73
2007-11-13,2208.82
2007-11-12,2180.37
2007-11-09,2195.09
2007-11-08,2203.87
2007-11-07,2229.17
2007-11-06,2233.89
2007-11-05,2245.18
2007-11-02,2247.17
2007-11-01,2255.49
2007-10-31,2329.72
2007-10-30,2356.4
2007-10-29,2376.47
2007-10-26,2325.26
2007-10-25,2318.09
2007-10-24,2294.34
2007-10-23,2291.75
2007-10-22,2196.25
2007-10-19,2192.32
2007-10-18,2224.45
2007-10-17,2270.34
2007-10-16,2322.93
2007-10-15,2330.71
2007-10-12,2279.68
2007-10-11,2332.84
2007-10-10,2278.12
2007-10-09,2253.24
2007-10-08,2162.11
2007-10-05,2207.6
2007-10-04,2225.75
2007-10-03,2232.96
2007-10-01,2211.21
2007-09-28,2194.69
2007-09-27,2176.72
2007-09-26,2187.49
2007-09-25,2193.51
2007-09-24,2186.86
2007-09-21,2169.23
2007-09-20,2163.99
2007-09-19,2154.22
2007-09-18,2100.87
2007-09-17,2086.94
2007-09-14,2076.33
2007-09-13,2081.75
2007-09-12,2083.75
2007-09-11,2078.52
2007-09-10,2071.19
2007-09-07,2061.73
2007-09-06,2057.93
2007-09-05,2045.3
2007-09-04,2042.93
2007-09-03,2049.56
2007-08-31,2022.47
2007-08-30,2003.17
2007-08-29,1974.8
2007-08-28,1967.18
2007-08-27,1961.01
2007-08-24,1912.64
2007-08-23,1893.3
2007-08-22,1898.69
2007-08-21,1869.44
2007-08-20,1928.66
2007-08-17,1895.23
2007-08-16,1922.54
2007-08-14,2008.44
2007-08-13,2012.23
2007-08-10,1988.87
2007-08-09,2020.2
2007-08-08,2053.38
2007-08-07,2026.92
2007-08-06,2021.4
2007-08-03,2045.64
2007-08-02,2022.44
2007-08-01,2015.0
2007-07-31,2093.89
2007-07-30,2063.49
2007-07-27,2050.89
2007-07-26,2106.62
2007-07-25,2094.48
2007-07-24,2076.36
2007-07-23,2108.6
2007-07-20,2079.0
2007-07-19,2080.97
2007-07-18,2062.18
2007-07-17,2062.47
2007-07-16,2078.58
2007-07-13,2065.41
2007-07-12,2065.34
2007-07-11,2042.37
2007-07-10,2038.82
2007-07-09,2048.05
2007-07-06,2044.2
2007-07-05,2034.21
2007-07-04,2041.16
2007-07-03,2041.42
2007-07-02,2006.83
2007-06-29,2005.36
2007-06-28,1986.89
2007-06-27,1991.38
2007-06-26,2002.66
2007-06-25,1984.1
2007-06-22,1981.5
2007-06-21,1974.39
2007-06-20,1958.84
2007-06-19,1941.34
2007-06-18,1918.25
2007-06-15,1928.33
2007-06-14,1920.46
2007-06-13,1899.85
2007-06-12,1913.92
2007-06-11,1915.82
2007-06-08,1921.37
2007-06-07,1948.47
2007-06-06,1967.11
2007-06-05,1994.66
2007-06-04,1990.7
2007-06-01,2003.38
2007-05-31,2005.2
2007-05-30,1969.24
2007-05-29,2001.18
2007-05-28,1990.7
2007-05-25,1975.28
2007-05-24,1962.41
2007-05-23,1969.12
2007-05-22,1984.98
2007-05-21,1972.09
2007-05-18,1947.11
2007-05-17,1939.74
2007-05-16,1921.9
2007-05-15,1896.69
2007-05-14,1897.94
2007-05-11,1888.29
2007-05-10,1890.08
2007-05-09,1886.66
2007-05-08,1882.78
2007-05-07,1898.59
2007-05-04,1903.1
2007-05-03,1900.42
2007-04-30,1882.57
2007-04-27,1890.14
2007-04-26,1926.34
2007-04-25,1927.32
2007-04-24,1921.54
2007-04-23,1901.25
2007-04-20,1902.74
2007-04-19,1880.4
2007-04-18,1884.22
2007-04-17,1877.05
2007-04-16,1895.59
2007-04-13,1847.72
2007-04-12,1832.86
2007-04-11,1846.11
2007-04-10,1844.19
2007-04-09,1823.37
2007-04-05,1786.99
2007-04-04,1767.6
2007-04-03,1757.13
2007-04-02,1736.38
2007-03-30,1797.11
2007-03-29,1780.16
2007-03-28,1764.08
2007-03-26,1776.39
2007-03-23,1780.31
2007-03-22,1791.35
2007-03-21,1747.22
2007-03-20,1716.23
2007-03-19,1705.13
2007-03-16,1677.77
2007-03-15,1695.56
2007-03-14,1689.34
2007-03-13,1735.38
2007-03-12,1722.84
2007-03-09,1716.11
2007-03-08,1736.45
2007-03-07,1675.51
2007-03-06,1686.77
2007-03-05,1670.47
2007-03-02,1737.42
2007-03-01,1759.4
2007-02-28,1745.81
2007-02-27,1781.75
2007-02-26,1792.12
2007-02-23,1792.94
2007-02-22,1846.28
2007-02-21,1874.93
2007-02-20,1876.37
2007-02-19,1902.43
2007-02-15,1904.83
2007-02-14,1855.94
2007-02-13,1833.63
2007-02-12,1858.91
2007-02-09,1920.83
2007-02-08,1947.98
2007-02-07,1952.03
2007-02-06,1950.84
2007-02-05,1974.61
2007-02-02,1967.5
2007-02-01,1932.58
2007-01-31,1909.17
2007-01-29,1930.77
2007-01-25,1939.87
2007-01-24,1922.06
2007-01-23,1928.71
2007-01-22,1946.37
2007-01-19,1945.16
2007-01-18,1933.25
2007-01-17,1912.78
2007-01-16,1907.5
2007-01-15,1904.48
2007-01-12,1890.93
2007-01-11,1859.96
2007-01-10,1811.6
2007-01-09,1833.48
2007-01-08,1845.42
2007-01-05,1864.03
2007-01-04,1875.43
2007-01-03,1884.58
2007-01-02,1877.64
2006-12-29,1861.16
2006-12-28,1852.72
2006-12-27,1852.99
2006-12-26,1841.39
2006-12-22,1825.08
2006-12-21,1812.75
2006-12-20,1801.94
2006-12-19,1812.99
2006-12-18,1846.19
2006-12-15,1853.11
2006-12-14,1836.6
2006-12-13,1792.61
2006-12-12,1758.06
2006-12-11,1823.62
2006-12-08,1884.31
2006-12-07,1900.01
2006-12-06,1910.12
2006-12-05,1921.72
2006-12-04,1908.44
2006-12-01,1900.53
2006-11-30,1877.53
2006-11-29,1879.19
2006-11-28,1872.43
2006-11-27,1898.91
2006-11-24,1887.06
2006-11-23,1878.57
2006-11-22,1882.77
2006-11-21,1868.55
2006-11-20,1837.93
2006-11-17,1830.86
2006-11-16,1853.19
2006-11-15,1864.04
2006-11-14,1855.83
2006-11-13,1872.88
2006-11-10,1855.68
2006-11-09,1856.84
2006-11-08,1845.03
2006-11-07,1867.53
2006-11-06,1862.78
2006-11-03,1848.29
2006-11-02,1852.79
2006-11-01,1851.3
2006-10-31,1828.54
2006-10-30,1841.29
2006-10-27,1828.53
2006-10-26,1798.61
2006-10-23,1813.1
2006-10-21,1823.16
2006-10-20,1817.79
2006-10-19,1808.39
2006-10-18,1822.22
2006-10-17,1809.44
2006-10-16,1819.93
2006-10-13,1802.49
2006-10-12,1780.78
2006-10-11,1765.1
2006-10-10,1780.07
2006-10-09,1779.05
2006-10-06,1781.35
2006-10-05,1772.4
2006-10-04,1755.96
2006-10-03,1772.2
2006-09-29,1778.15
2006-09-28,1752.56
2006-09-27,1759.3
2006-09-26,1761.41
2006-09-25,1751.07
2006-09-22,1759.86
2006-09-21,1763.0
2006-09-20,1747.41
2006-09-19,1721.03
2006-09-18,1738.79
2006-09-15,1723.98
2006-09-14,1725.57
2006-09-13,1725.1
2006-09-12,1691.37
2006-09-11,1678.26
2006-09-08,1733.62
2006-09-07,1716.94
2006-09-06,1715.05
2006-09-05,1707.9
2006-09-04,1711.02
2006-09-01,1691.19
2006-08-31,1680.47
2006-08-30,1700.94
2006-08-29,1696.92
2006-08-28,1696.71
2006-08-25,1693.38
2006-08-24,1677.75
2006-08-23,1664.2
2006-08-22,1679.44
2006-08-21,1684.76
2006-08-18,1681.18
2006-08-17,1678.0
2006-08-16,1676.42
2006-08-14,1661.52
2006-08-11,1636.2
2006-08-10,1632.81
2006-08-09,1621.43
2006-08-08,1594.5
2006-08-07,1568.07
2006-08-04,1570.49
2006-08-03,1576.98
2006-08-02,1574.44
2006-08-01,1555.4
2006-07-31,1553.74
2006-07-28,1556.7
2006-07-27,1568.94
2006-07-26,1559.5
2006-07-25,1523.78
2006-07-24,1507.89
2006-07-21,1508.42
2006-07-20,1554.49
2006-07-19,1507.91
2006-07-18,1548.46
2006-07-17,1557.23
2006-07-14,1602.24
2006-07-13,1615.17
2006-07-12,1619.91
2006-07-11,1606.91
2006-07-10,1610.24
2006-07-07,1588.69
2006-07-06,1622.88
2006-07-05,1635.16
2006-07-04,1600.67
2006-07-03,1608.29
2006-06-30,1597.2
2006-06-29,1538.55
2006-06-28,1549.51
2006-06-27,1547.14
2006-06-26,1529.92
2006-06-25,1584.72
2006-06-23,1585.46
2006-06-22,1575.06
2006-06-21,1549.21
2006-06-20,1520.86
2006-06-19,1533.35
2006-06-16,1497.55
2006-06-15,1434.87
2006-06-14,1341.34
2006-06-13,1366.55
2006-06-12,1430.61
2006-06-09,1466.39
2006-06-08,1386.39
2006-06-07,1472.63
2006-06-06,1531.62
2006-06-05,1591.34
2006-06-02,1620.24
2006-06-01,1584.04
2006-05-31,1641.58
2006-05-30,1691.59
2006-05-29,1717.48
2006-05-26,1717.09
2006-05-25,1686.98
2006-05-24,1657.1
2006-05-23,1682.52
2006-05-22,1625.1
2006-05-19,1723.43
2006-05-18,1810.32
2006-05-17,1942.35
2006-05-16,1889.42
2006-05-15,1875.45
2006-05-12,1961.77
2006-05-11,1979.81
2006-05-10,1994.2
2006-05-09,1991.47
2006-05-08,2001.58
2006-05-05,1992.52
2006-05-04,1993.79
2006-05-03,2002.86
2006-05-02,1993.66
2006-04-29,1976.06
2006-04-28,1941.29
2006-04-27,1924.54
2006-04-26,1925.82
2006-04-25,1888.66
2006-04-24,1932.52
2006-04-21,1924.19
2006-04-20,1918.51
2006-04-19,1900.23
2006-04-18,1899.71
2006-04-17,1867.74
2006-04-13,1850.04
2006-04-12,1886.57
2006-04-10,1951.92
2006-04-07,1939.99
2006-04-05,1977.36
2006-04-04,1954.31
2006-04-03,1943.39
2006-03-31,1900.98
2006-03-30,1886.66
2006-03-29,1852.47
2006-03-28,1829.42
2006-03-27,1831.47
2006-03-24,1806.94
2006-03-23,1788.47
2006-03-22,1772.83
2006-03-21,1786.91
2006-03-20,1790.08
2006-03-17,1767.28
2006-03-16,1768.58
2006-03-14,1750.12
2006-03-13,1753.83
2006-03-10,1730.83
2006-03-09,1696.5
2006-03-08,1692.69
2006-03-07,1734.37
2006-03-06,1714.25
2006-03-03,1700.81
2006-03-02,1696.15
2006-03-01,1671.31
2006-02-28,1648.26
2006-02-27,1638.54
2006-02-24,1639.78
2006-02-23,1634.34
2006-02-22,1628.86
2006-02-21,1629.77
2006-02-20,1623.7
2006-02-17,1626.62
2006-02-16,1649.34
2006-02-15,1652.64
2006-02-14,1629.41
2006-02-13,1620.29
2006-02-10,1600.76
2006-02-08,1576.81
2006-02-07,1584.18
2006-02-06,1568.79
2006-02-03,1546.78
2006-02-02,1545.53
2006-02-01,1537.71
2006-01-31,1565.08
2006-01-30,1553.13
2006-01-27,1556.01
2006-01-25,1544.62
2006-01-24,1531.88
2006-01-23,1526.64
2006-01-20,1525.48
2006-01-19,1519.98
2006-01-18,1496.45
2006-01-17,1496.79
2006-01-16,1509.64
2006-01-13,1518.44
2006-01-12,1522.46
2006-01-10,1531.65
2006-01-09,1549.75
2006-01-06,1532.81
2006-01-05,1521.8
2006-01-04,1527.1
2006-01-03,1520.05
2006-01-02,1504.34
2005-12-30,1506.66
2005-12-29,1485.95
2005-12-28,1476.38
2005-12-27,1484.32
2005-12-26,1449.76
2005-12-23,1496.14
2005-12-22,1516.99
2005-12-21,1519.55
2005-12-20,1519.96
2005-12-19,1524.59
2005-12-16,1501.86
2005-12-15,1483.9
2005-12-14,1502.37
2005-12-13,1501.01
2005-12-12,1483.62
2005-12-09,1482.82
2005-12-08,1463.8
2005-12-07,1455.93
2005-12-06,1434.99
2005-12-05,1438.23
2005-12-02,1449.05
2005-12-01,1439.99
2005-11-30,1418.47
2005-11-29,1437.85
2005-11-28,1453.28
2005-11-26,1439.97
2005-11-25,1428.02
2005-11-24,1396.9
2005-11-23,1378.77
2005-11-22,1371.65
2005-11-21,1380.63
2005-11-18,1393.11
2005-11-17,1385.3
2005-11-16,1376.45
2005-11-14,1376.0
2005-11-11,1373.47
2005-11-10,1354.11
2005-11-09,1355.89
2005-11-08,1347.4
2005-11-07,1337.67
2005-11-02,1315.32
2005-11-01,1294.08
2005-10-31,1277.51
2005-10-28,1251.93
2005-10-27,1265.12
2005-10-26,1304.36
2005-10-25,1312.36
2005-10-24,1304.37
2005-10-21,1322.81
2005-10-20,1296.52
2005-10-19,1314.96
2005-10-18,1354.87
2005-10-17,1362.65
2005-10-14,1367.53
2005-10-13,1395.58
2005-10-11,1409.21
2005-10-10,1412.92
2005-10-07,1413.36
2005-10-06,1411.97
2005-10-05,1436.65
2005-10-04,1446.32
2005-10-03,1431.16
2005-09-30,1417.81
2005-09-29,1427.88
2005-09-28,1434.78
2005-09-27,1428.19
2005-09-26,1422.76
2005-09-23,1373.93
2005-09-22,1361.14
2005-09-21,1428.88
2005-09-20,1436.77
2005-09-19,1441.63
2005-09-16,1435.88
2005-09-15,1425.92
2005-09-14,1406.7
2005-09-13,1410.44
2005-09-12,1397.68
2005-09-09,1383.55
2005-09-08,1384.99
2005-09-06,1370.6
2005-09-05,1363.08
2005-09-02,1360.1
2005-09-01,1355.5
2005-08-31,1344.9
2005-08-30,1340.05
2005-08-29,1323.84
2005-08-26,1320.98
2005-08-25,1314.17
2005-08-24,1297.34
2005-08-23,1310.51
2005-08-22,1332.12
2005-08-19,1340.85
2005-08-18,1352.84
2005-08-17,1353.98
2005-08-16,1344.41
2005-08-12,1338.76
2005-08-11,1338.9
2005-08-10,1317.68
2005-08-09,1291.98
2005-08-08,1303.59
2005-08-05,1315.0
2005-08-04,1310.42
2005-08-03,1297.16
2005-08-02,1303.6
2005-08-01,1291.45
2005-07-29,1287.91
2005-07-27,1287.29
2005-07-26,1287.0
2005-07-25,1280.62
2005-07-22,1260.88
2005-07-21,1240.26
2005-07-20,1246.27
2005-07-19,1241.23
2005-07-18,1232.47
2005-07-15,1212.57
2005-07-14,1197.94
2005-07-13,1218.87
2005-07-12,1209.3
2005-07-11,1191.02
2005-07-08,1174.04
2005-07-07,1152.14
2005-07-06,1168.86
2005-07-05,1156.98
2005-07-04,1167.14
2005-07-01,1139.95
2005-06-30,1128.66
2005-06-29,1117.95
2005-06-28,1105.04
2005-06-27,1117.38
2005-06-24,1115.99
2005-06-23,1101.01
2005-06-22,1100.76
2005-06-21,1091.48
2005-06-20,1079.21
2005-06-17,1084.23
2005-06-16,1089.53
2005-06-15,1106.51
2005-06-14,1097.59
2005-06-13,1098.12
2005-06-10,1091.89
2005-06-09,1095.35
2005-06-08,1090.62
2005-06-07,1092.54
2005-06-06,1087.66
2005-06-04,1088.23
2005-06-03,1084.41
2005-06-02,1068.43
2005-06-01,1074.18
2005-05-31,1068.08
2005-05-30,1059.97
2005-05-27,1057.21
2005-05-26,1052.39
2005-05-25,1040.43
2005-05-24,1041.87
2005-05-23,1036.85
2005-05-20,1033.48
2005-05-19,1038.08
2005-05-18,1030.78
2005-05-17,1032.37
2005-05-16,1043.7
2005-05-13,1032.89
2005-05-12,1032.19
2005-05-11,1032.23
2005-05-10,1032.34
2005-05-09,1032.08
2005-05-06,1020.38
2005-05-05,1013.66
2005-05-04,1012.37
2005-05-03,1002.51
2005-05-02,996.33
2005-04-29,997.01
2005-04-28,1007.92
2005-04-27,1001.37
2005-04-26,1005.8
2005-04-25,1005.88
2005-04-22,996.33
2005-04-21,989.59
2005-04-20,984.7
2005-04-19,977.42
2005-04-18,976.93
2005-04-15,981.26
2005-04-13,1002.74
2005-04-12,998.35
2005-04-11,994.47
2005-04-08,1005.21
2005-04-07,1008.73
2005-04-06,1008.14
2005-04-05,993.09
2005-04-04,999.4
2005-04-01,1000.0
